{-69.70885104775735, -0.39740411829847}	{-69.70885104775729, 0.39740411829846}
{-69.70880148174798, -0.39739499308036763}	{-69.70880148174784, 0.3973949930803407}
{-69.70863279047086, 0.3973664045700011}	{-69.70863279047065, -0.39736640456996336}
{-69.70862376036368, 0.3973649874465511}	{-69.70862376036351, -0.3973649874465255}
{-69.70932332247325, 0.3974671567042886}	{-69.70932332247304, -0.39746715670425964}
{-69.70842537721845, 0.3973445526364103}	{-69.7084253772184, -0.39734455263640456}
{-69.70888027075914, -0.39740284873915616}	{-69.70888027075902, 0.3974028487391411}
{-69.70851454214927, 0.3973587093027081}	{-69.70851454214919, -0.3973587093026991}
{-69.7085638257247, 0.39736432835999314}	{-69.70856382572454, -0.39736432835997487}
{-69.70915584784947, 0.3974282639514141}	{-69.70915584784944, -0.3974282639514116}
{-69.70788196175137, 0.397297614338076}	{-69.70788196175104, -0.3972976143380437}
{-69.7096218652229, -0.39746744188384603}	{-69.70962186522286, 0.3974674418838422}
{-69.70825200313375, -0.39733993110585936}	{-69.70825200313324, 0.39733993110581267}
{-69.70828941376344, -0.39734325866293957}	{-69.70828941376317, 0.39734325866291603}
{-69.70911954569239, 0.39741392312245116}	{-69.70911954569236, -0.397413923122448}
{-69.70871433521725, -0.3973808594470178}	{-69.70871433521695, 0.39738085944699425}
{-69.70745299439415, -0.39728204736231987}	{-69.70745299439407, 0.3972820473623155}
{-69.70924701984556, -0.39741713954417385}	{-69.70924701984538, 0.39741713954415986}
{-69.707160113464, 0.39726589374800836}	{-69.70716011346384, -0.3972658937479973}
{-69.70848114816916, 0.3973581485313591}	{-69.70848114816883, -0.3973581485313352}
{-69.70926844169482, -0.39741117519837743}	{-69.70926844169452, 0.39741117519835883}
{-69.70682919112136, 0.3972525324295094}	{-69.7068291911209, -0.39725253242948116}
{-69.70865833896971, -0.3973675070850015}	{-69.7086583389696, 0.39736750708499435}
{-69.70890054564562, 0.39738223172023657}	{-69.70890054564562, -0.3973822317202359}
{-69.70630015157337, 0.3972291750989164}	{-69.70630015157292, -0.39722917509888966}	{-69.70630015157286, 0.3972291750988936}	{-69.70630015157249, -0.39722917509887257}
{-69.70880144576611, -0.3973718085297706}	{-69.70880144576591, 0.39737180852975934}
{-69.70877153668029, -0.3973701551888007}	{-69.70877153667969, 0.39737015518876817}
{-69.70749163337656, 0.39730151051256674}	{-69.70749163337571, -0.39730151051252105}
{-69.70632882481112, -0.39724096165225903}	{-69.70632882481098, 0.39724096165225126}
{-69.70673502538402, -0.39726150813614675}	{-69.7067350253834, 0.39726150813611577}
{-69.7102450347295, -0.39743404131848376}	{-69.71024503472913, 0.39743404131846694}
{-69.70594615110228, 0.3972285492790326}	{-69.7059461511021, -0.3972285492790239}
{-69.70712369550554, -0.3972833204736645}	{-69.70712369550533, 0.3972833204736546}
{-69.70650170766113, -0.39725515992032534}	{-69.70650170766085, 0.3972551599203129}
{-69.70961119017227, -0.39739224881441354}	{-69.70961119017207, 0.397392248814406}
{-69.7081157596914, -0.3973280196240419}	{-69.70811575969122, 0.3973280196240356}
{-69.70244918293955, 0.3970907535059286}	{-69.70244918293949, -0.3970907535059261}
{-69.70875711087474, -0.3973482764300273}	{-69.7087571108741, 0.3973482764300033}
{-69.70748620372092, -0.3972976759770955}	{-69.70748620372022, 0.39729767597706783}
{-69.70425380601672, -0.39717208834877815}	{-69.70425380601624, 0.3971720883487591}
{-69.71120398480569, -0.39743562707172614}	{-69.71120398480511, 0.3974356270717036}
{-69.70616313995986, -0.3972490196066057}	{-69.70616313995961, 0.3972490196065969}
{-69.7010085377356, -0.3970626125079491}	{-69.70100853773539, 0.3970626125079407}
{-69.70913211208482, -0.39734958061410985}	{-69.7091321120829, 0.3973495806140437}
{-69.70616569533877, 0.39724719854132823}	{-69.7061656953387, -0.39724719854132523}
{-69.70521798494771, -0.39721522619708677}	{-69.70521798494767, 0.3972152261970852}
{-69.70705883264142, -0.3972759384688844}	{-69.70705883264142, 0.39727593846888376}
{-69.70533718940675, 0.3972204168157452}	{-69.70533718940662, -0.39722041681574183}
{-69.70764577291473, 0.3972932302183943}	{-69.70764577291341, -0.3972932302183525}
{-69.69971803518145, -0.3970486074922204}	{-69.69971803518055, 0.3970486074921935}
{-69.70452900014085, 0.3971938589783443}	{-69.70452900014034, -0.39719385897832876}
{-69.70762993203223, 0.3972854601418031}	{-69.70762993203137, -0.397285460141778}
{-69.70115605732343, -0.39709828392867275}	{-69.70115605732252, 0.3970982839286471}
{-69.71000473902478, -0.397348701390649}	{-69.71000473902377, 0.39734870139062073}
{-69.70020704407881, -0.3970772530110804}	{-69.70020704407881, 0.3970772530110803}
{-69.7029332768509, 0.3971114633159803}	{-69.70293327684894, -0.3971114633159563}
{-69.68894070103384, 0.39694019948694736}	{-69.68894070103154, -0.3969401994869201}
{-69.68715240756553, -0.39691886035058505}	{-69.68715240756508, 0.3969188603505796}
{-69.69810596190815, -0.3970462476742013}	{-69.69810596190707, 0.3970462476741887}
{-69.68851485954784, 0.39693759756381436}	{-69.6885148595476, -0.39693759756381086}
{-69.69202743076524, -0.3969763339301384}	{-69.69202743076403, 0.3969763339301261}
{-69.69196605998023, -0.3969756754100958}	{-69.69196605997955, 0.3969756754100876}
{-69.6883731964348, -0.396938190146679}	{-69.68837319643478, 0.39693819014667875}
{-69.6987399331362, -0.39704329732618837}	{-69.69873993313547, 0.3970432973261805}
{-69.6884133192162, 0.3969416327661662}	{-69.68841331921436, -0.3969416327661501}
{-69.69239380663717, 0.3969796513596351}	{-69.6923938066358, -0.39697965135962127}
{-69.67556619441622, 0.39682387025852306}	{-69.67556619441051, -0.39682387025847043}
{-69.69127514066936, 0.3969647176427712}	{-69.6912751406686, -0.39696471764276386}
{-69.68636576023266, 0.3969221196647176}	{-69.6863657602294, -0.3969221196646899}
{-69.69669031717622, -0.397008715829077}	{-69.69669031717488, 0.3970087158290662}
{-69.68635884683125, 0.39692505871813233}	{-69.6863588468291, -0.3969250587181143}
{-69.67335928812766, 0.39682361677072214}	{-69.67335928812696, -0.3968236167707175}
{-69.69432476848314, 0.39698116847076814}	{-69.69432476848088, -0.3969811684707528}
{-69.67653273689156, -0.39685262136354016}	{-69.67653273689047, 0.39685262136353133}
{-69.69309543338842, -0.3969674684776669}	{-69.69309543338741, 0.3969674684776604}
{-69.68928368681419, 0.39694213886427104}	{-69.68928368681226, -0.39694213886425944}
{-69.68343339780583, 0.39690498247305467}	{-69.68343339780463, -0.39690498247304723}
{-69.67563858890948, 0.396857781492136}	{-69.67563858890719, -0.3968577814921231}
{-69.68447773964665, 0.3969087084252951}	{-69.6844777396436, -0.3969087084252766}
{-69.67319430940333, -0.39684703887011635}	{-69.67319430940192, 0.3968470388701084}
{-69.67874930639745, 0.3968757431676809}	{-69.67874930639478, -0.3968757431676671}
{-69.68284697979468, -0.3968957021664311}	{-69.68284697978969, 0.396895702166407}
{-69.68557914952837, 0.39690819330770405}	{-69.68557914952412, -0.3969081933076863}
{-69.68703965046784, 0.39691443005446786}	{-69.6870396504642, -0.3969144300544535}
{-69.6689422145545, 0.3968427415241326}	{-69.6689422145524, -0.3968427415241255}
{-69.68641369282973, -0.3969065765269823}	{-69.68641369282945, 0.39690657652698164}
{-69.66635789754153, -0.39683953598382815}	{-69.66635789754001, 0.3968395359838237}
{-69.68185460314763, 0.3968864645802282}	{-69.68185460314734, -0.3968864645802276}
{-69.67841108797838, 0.39687711521526114}	{-69.6784110879771, -0.3968771152152572}
{-69.67428663332677, 0.39686724544518714}	{-69.67428663332491, -0.3968672454451848}
{-69.68754466332074, 0.39689471473039445}	{-69.68754466332064, -0.3968947147303943}
{-69.66452964722208, 0.3968546406478881}	{-69.66452964722161, -0.3968546406478872}
{-69.6767161968421, 0.3968717731973688}	{-69.67671619683823, -0.3968717731973634}
{-69.67088960950167, 0.39686553300033645}	{-69.6708896095013, -0.39686553300033656}
{-69.68238011617352, -0.3968739332790389}	{-69.68238011617086, 0.3968739332790375}
{-69.67628053590647, -0.396871580213391}	{-69.67628053590553, 0.39687158021339125}
{-69.67017968644137, -0.39687140308064256}	{-69.67017968644042, 0.39687140308064256}
{-69.66416946692411, 0.3968734097893179}	{-69.66416946692627, -0.39687340978931607}
{-69.67524842727623, 0.3968656842453437}	{-69.67524842727822, -0.39686568424534124}
{-69.66966990258639, -0.3968716388230668}	{-69.66966990258734, 0.3968716388230661}
{-69.68100419848966, -0.3968552657497138}	{-69.68100419849122, 0.3968552657497116}
{-69.6597978982598, -0.3968941881332398}	{-69.6597978982622, 0.39689418813323474}
{-69.6716875003248, 0.396867622123649}	{-69.67168750032637, -0.3968676221236449}
{-69.66793592464563, 0.3968775088384254}	{-69.66793592464681, -0.3968775088384223}
{-69.680611036896, -0.39683891144561345}	{-69.68061103689855, 0.3968389114456069}
{-69.66260518914407, 0.39690140706071914}	{-69.66260518914419, -0.3969014070607182}
{-69.67632736835803, -0.39684779820984273}	{-69.67632736835877, 0.3968477982098398}
{-69.66036345857833, -0.3969172918717067}	{-69.66036345857847, 0.3969172918717047}
{-69.67533180516084, -0.39684527873285513}	{-69.67533180516145, 0.39684527873285114}
{-69.66163979750372, 0.3969175827209413}	{-69.66163979750377, -0.39691758272093974}
{-69.66361869891155, -0.396906163438937}	{-69.66361869891264, 0.3969061634389303}
{-69.66660080965076, 0.3968874754892075}	{-69.66660080965221, -0.3968874754891994}
{-69.6706177823173, 0.39686025154393273}	{-69.67061778231863, -0.3968602515439232}
{-69.66206816780438, -0.3969227545169895}	{-69.66206816780543, 0.3969227545169815}
{-69.66830024455764, -0.39687376597561047}	{-69.66830024455776, 0.3968737659756084}
{-69.66254123377176, 0.39692230529724837}	{-69.66254123377244, -0.39692230529724176}
{-69.65824487044752, -0.39696107175493783}	{-69.65824487044851, 0.39696107175492945}
{-69.66795041633968, 0.3968676048142927}	{-69.66795041634127, -0.3968676048142776}
{-69.66651781224759, 0.3968823018669392}	{-69.66651781224934, -0.3968823018669202}
{-69.66656032245099, -0.3968818376790831}	{-69.66656032245176, 0.3968818376790752}
{-69.65640172218929, 0.396999818086902}	{-69.65640172219155, -0.39699981808687196}
{-69.65945134488112, 0.3969621975781244}	{-69.6594513448816, -0.396962197578118}
{-69.66393432878908, 0.3969035640361667}	{-69.66393432878994, -0.39690356403615484}
{-69.66982637919097, 0.39682193654539905}	{-69.66982637919399, -0.3968219365453575}
{-69.65613143111189, -0.39702300037406707}	{-69.65613143111312, 0.39702300037405125}
{-69.66491501950101, 0.3968864328647888}	{-69.66491501950318, -0.3968864328647544}
{-69.65524871920209, 0.3970454976211036}	{-69.65524871920238, -0.3970454976211006}
{-69.6667511935251, 0.3968452539531872}	{-69.6667511935255, -0.39684525395318027}
{-69.66092059872476, -0.39695259897635987}	{-69.66092059872496, 0.3969525989763559}
{-69.65701676490525, -0.3970286796308128}	{-69.65701676490647, 0.3970286796307885}
{-69.6636118374128, 0.3968927151830271}	{-69.66361183741415, -0.3968927151829988}
{-69.65492521319754, 0.3970822629610235}	{-69.6549252131978, -0.3970822629610147}
{-69.6643901418323, 0.3968636307026904}	{-69.66439014183317, -0.39686363070266983}
{-69.65964432574535, 0.3969797048333532}	{-69.6596443257458, -0.39697970483334405}
{-69.65682468278939, -0.3970528318946444}	{-69.6568246827902, 0.39705283189461776}
{-69.6629291417724, 0.39688495764473536}	{-69.6629291417739, -0.39688495764469023}
{-69.65677624660364, 0.39706458397810007}	{-69.65677624660454, -0.3970645839780731}
{-69.65910717840099, 0.39699224747604783}	{-69.65910717840147, -0.39699224747603024}
{-69.65674931517455, -0.397070104390214}	{-69.65674931517555, 0.39707010439018237}
{-69.6620219441878, -0.39688464145352076}	{-69.66202194418857, 0.3968846414534941}
{-69.65738356415977, 0.3970587616868739}	{-69.65738356416033, -0.3970587616868564}
{-69.65988126173501, -0.39695848519314414}	{-69.6598812617357, 0.39695848519311233}
{-69.65874310817777, 0.39700744290488654}	{-69.65874310817955, -0.39700744290480466}
{-69.65448467339348, 0.39720433910826475}	{-69.65448467339472, -0.3972043391082039}
{-69.66076313641317, -0.39689170222291414}	{-69.66076313641386, 0.39689170222287806}
{-69.65563495781045, 0.39716764440720026}	{-69.65563495781126, -0.397167644407154}
{-69.65989796224555, -0.39691878014218596}	{-69.65989796224625, 0.3969187801421459}
{-69.65801519667214, -0.3970384828222152}	{-69.65801519667248, 0.3970384828221896}
{-69.6575339745282, 0.397072002042021}	{-69.65753397452889, -0.3970720020419738}
{-69.65529823702906, -0.39724368016958217}	{-69.65529823702973, 0.39724368016953443}
{-69.6597671111618, -0.39686315811083855}	{-69.6597671111618, 0.3968631581108293}
{-69.6574856069025, -0.3970804520719347}	{-69.65748560690251, 0.3970804520719282}
{-69.65642822931713, 0.39719452708238195}	{-69.65642822931727, -0.39719452708236413}
{-69.6582467259635, 0.39696967923022325}	{-69.65824672596352, -0.3969696792302197}
{-69.65730582424862, -0.3971053321469417}	{-69.65730582424875, 0.3971053321469366}
