{-196.89428138915991, 7.460577645564519}	{-196.8942813891514, -7.460577645564159}
{-196.8937795356352, -7.460556661652319}	{-196.89377953561166, 7.46055666165133}
{-196.87855127739445, -7.4599239430076185}	{-196.8785512773723, 7.459923943006698}
{-196.88130762957226, -7.460037737640391}	{-196.88130762957095, 7.460037737640351}
{-196.88749438366793, 7.460291512927459}	{-196.88749438366668, -7.46029151292741}
{-196.86206228096353, -7.459255076282555}	{-196.8620622809631, 7.4592550762825445}
{-196.87425961178172, -7.459748896279173}	{-196.87425961177334, 7.459748896278831}
{-196.86016308070657, -7.459181969785012}	{-196.86016308066544, 7.459181969783361}
{-196.8607934658206, -7.459207152160464}	{-196.86079346581045, 7.459207152160061}
{-196.85947622323337, -7.459154889115534}	{-196.8594762232037, 7.459154889114362}
{-196.83099231848195, -7.4580325432606385}	{-196.83099231847405, 7.4580325432603285}
{-196.8526114063828, -7.458878441251931}	{-196.85261140633114, 7.458878441249912}
{-196.83069478395655, -7.458026988680806}	{-196.83069478391656, 7.458026988679259}
{-196.82833488367078, 7.457935969072886}	{-196.82833488366936, -7.4579359690728255}
{-196.82610071839625, -7.457850431780696}	{-196.82610071838133, 7.457850431780128}
{-196.8157350136727, 7.457456539590739}	{-196.81573501366262, -7.457456539590358}
{-196.8157150961389, 7.457455788509663}	{-196.8157150961158, -7.457455788508798}
{-196.81144726640386, 7.457296104945743}	{-196.8114472663496, -7.457296104943724}
{-196.78243648080866, 7.456219304503993}	{-196.78243648080104, -7.456219304503725}
{-196.81054110260192, 7.457253954165704}	{-196.81054110258447, -7.457253954165062}
{-196.78407741111047, 7.456287871087405}	{-196.78407741105605, -7.456287871085424}
{-196.77531509832966, -7.455970748674158}	{-196.77531509829768, 7.455970748673016}
{-196.76947509824063, -7.45576126194282}	{-196.76947509821085, 7.4557612619417215}
{-196.73849546031147, 7.454660149842212}	{-196.7384954602717, -7.454660149840791}
{-196.75274341965738, 7.455161785078963}	{-196.7527434196555, -7.45516178507889}
{-196.76797755534008, -7.4556929063016115}	{-196.76797755529532, 7.45569290630006}
{-196.72907512761913, 7.454350378634696}	{-196.72907512757405, -7.4543503786331495}
{-196.7130017063813, -7.453801546969308}	{-196.7130017063778, 7.453801546969204}
{-196.73922581752112, 7.454687126099871}	{-196.73922581750443, -7.45468712609933}
{-196.70917214603242, 7.453683909356849}	{-196.70917214602326, -7.453683909356502}
{-196.686982467481, 7.4529521683414695}	{-196.68698246745703, -7.452952168340688}
{-196.7074630094698, -7.453618955653129}	{-196.70746300945964, 7.453618955652807}
{-196.66150978626922, 7.4521429838781135}	{-196.66150978626973, -7.452142983878088}
{-196.68845732254306, 7.452996159218485}	{-196.68845732254013, -7.452996159218394}
{-196.6482293839485, 7.451741876083363}	{-196.64822938391126, -7.45174187608221}
{-196.67375704849027, 7.4525248652151035}	{-196.67375704845267, -7.452524865213928}
{-196.62397736666563, -7.451024744140004}	{-196.62397736664497, 7.4510247441393895}
{-196.6519913954544, 7.451852967503565}	{-196.6519913954507, -7.451852967503483}
{-196.61824416458524, 7.450875785858427}	{-196.61824416454914, -7.4508757858573755}
{-196.61661666347754, -7.4508297249311015}	{-196.61661666344472, 7.450829724930158}
{-196.61164806207373, -7.450692607842022}	{-196.6116480620537, 7.450692607841489}
{-196.59307641275254, -7.450194317942651}	{-196.5930764127274, 7.450194317941981}
{-196.59708676987043, 7.450298562547092}	{-196.59708676982638, -7.4502985625459885}
{-196.58935309992776, 7.45010465586418}	{-196.58935309992677, -7.450104655864147}
{-196.58095828406627, 7.449902760377841}	{-196.58095828406297, -7.449902760377761}
{-196.56127203747937, -7.449451892301347}	{-196.56127203745737, 7.449451892300836}
{-196.5588920352284, 7.4494004748222515}	{-196.55889203522383, -7.449400474822214}
{-196.56195842563972, 7.449462164963464}	{-196.56195842559484, -7.449462164962598}
{-196.5437394987903, 7.4491271165286435}	{-196.54373949879232, -7.449127116528588}
{-196.54384864530527, -7.44912890105167}	{-196.5438486452965, 7.449128901051588}
{-196.53738424658107, -7.449039063893597}	{-196.53738424656916, 7.449039063893378}
{-196.53048899733307, -7.448964069575995}	{-196.53048899733074, 7.448964069575886}
{-196.52765010044467, 7.4489440505948155}	{-196.52765010042435, -7.448944050594688}
{-196.52220870385756, 7.448932999574593}	{-196.52220870385102, -7.448932999574436}
{-196.52604883254307, 7.448914283338909}	{-196.52604883254247, -7.448914283338891}
{-196.519225946964, -7.44901685017897}	{-196.51922594696467, 7.4490168501787855}
{-196.51323767446084, 7.449205883475352}	{-196.51323767447226, -7.449205883474993}
{-196.51650234447865, 7.448999621787932}	{-196.516502344482, -7.448999621787436}
{-196.51400285009896, -7.449371516420051}	{-196.51400285009797, 7.449371516419832}
{-196.5141570867038, -7.449176412032719}	{-196.51415708670402, 7.44917641203243}
{-196.51537377849417, 7.449535540299419}	{-196.5153737784969, -7.449535540299212}
{-196.51569046295566, 7.4495842294353265}	{-196.51569046295353, -7.449584229435073}
{-196.51918601134136, -7.449975981927765}	{-196.51918601133949, 7.449975981927686}
{-196.5196931686336, -7.450022678869675}	{-196.5196931685886, 7.4500226788658095}
{-196.52587969464125, -7.450519469973156}	{-196.52587969462186, 7.4505194699713835}
{-196.51902877987763, -7.450022558636394}	{-196.51902877987374, 7.450022558636086}
{-196.52842705885226, 7.450652227875365}	{-196.52842705879533, -7.45065222787161}
{-196.54142672425988, -7.451469075121102}	{-196.54142672420477, 7.451469075117861}
{-196.5275260046453, 7.450640592006443}	{-196.52752600462364, -7.450640592005254}
{-196.55269118643483, -7.452074889258949}	{-196.5526911863724, 7.452074889255294}
{-196.5423755087275, 7.4515090817072185}	{-196.54237550868106, -7.451509081704617}
{-196.5573641855085, 7.452304216949872}	{-196.55736418544635, -7.452304216946791}
{-196.55592183567197, -7.452229920850752}	{-196.55592183562166, 7.45222992084813}
{-196.5567884700862, -7.45227340848721}	{-196.55678847005336, 7.4522734084856666}
{-196.56229624638166, -7.4525433616770504}	{-196.56229624629356, 7.452543361672808}
{-196.59192623226517, 7.453964940573368}	{-196.5919262321828, -7.4539649405695165}
{-196.56946741487647, 7.4529081497723855}	{-196.5694674148332, -7.452908149770418}
{-196.5890904095118, -7.453815195039613}	{-196.58909040946114, 7.453815195037344}
{-196.60612488601078, 7.454589711867875}	{-196.60612488596902, -7.45458971186595}
{-196.5920179727283, 7.453958020191941}	{-196.59201797269375, -7.453958020190387}
{-196.59885937490037, 7.454260044918644}	{-196.59885937489054, -7.454260044918246}
{-196.63292891284672, 7.455744157189938}	{-196.6329289128463, -7.455744157189916}
{-196.60935451220857, -7.454730003386151}	{-196.60935451214365, 7.454730003383401}
{-196.635985214646, 7.455862194093344}	{-196.6359852145765, -7.455862194090414}
{-196.6364243298639, 7.45588065529043}	{-196.63642432982877, -7.455880655288906}
{-196.6398966743949, -7.456025099781579}	{-196.63989667433125, 7.4560250997789765}
{-196.64404919207172, 7.45619610444339}	{-196.64404919206916, -7.456196104443263}
{-196.65869003802405, 7.456793249698625}	{-196.65869003796996, -7.456793249696473}
{-196.65891694983492, -7.456802419738292}	{-196.65891694981985, 7.456802419737593}
{-196.6727879535008, 7.457358052779083}	{-196.67278795338427, -7.457358052774409}
{-196.66518780916647, -7.45705618268158}	{-196.66518780902842, 7.457056182676115}
{-196.66866797635691, -7.457193288323242}	{-196.66866797629038, 7.457193288320619}
{-196.68634434508957, -7.457884211758363}	{-196.68634434506288, 7.457884211757353}
{-196.7088647213909, 7.458757806871031}	{-196.70886472130522, -7.4587578068677525}
{-196.68672384840792, -7.45790522233808}	{-196.68672384840372, 7.457905222337949}
{-196.70560143876307, 7.458626988841156}	{-196.7056014387101, -7.458626988839137}
{-196.713664666389, -7.45893315551054}	{-196.7136646663643, 7.458933155509598}
{-196.71240053267653, -7.4588854764887405}	{-196.7124005326483, 7.458885476487722}
{-196.7165388426483, -7.459040544586021}	{-196.71653884259172, 7.4590405445839725}
{-196.72360015437187, -7.459303464993234}	{-196.72360015436476, 7.459303464993019}
{-196.73584650299176, 7.459756628266497}	{-196.73584650293495, -7.459756628264373}
{-196.7382344193684, -7.459844458025128}	{-196.7382344193611, 7.459844458024858}
{-196.74147100244514, -7.459962801635578}	{-196.74147100232992, 7.459962801631374}
{-196.7345872997651, -7.459712552414368}	{-196.73458729952122, 7.459712552405551}
{-196.76239424971962, -7.460717749290923}	{-196.76239424960485, 7.460717749286815}
{-196.7556834401218, 7.460476497202836}	{-196.75568343999413, -7.460476497198274}
