{-70.54984106696853, 0.5651431490375877}	{-70.5498410669685, -0.565143149037582}
{-70.55028042991717, -0.5652029494126094}	{-70.55028042991717, 0.5652029494126091}
{-70.54997466393964, 0.5651645296718251}	{-70.5499746639396, -0.565164529671819}
{-70.5496739879512, 0.5651294571536023}	{-70.54967398795118, -0.5651294571536011}
{-70.55040812380867, -0.5652093276334056}	{-70.5504081238086, 0.5652093276333972}
{-70.55002561096649, 0.5651703509514422}	{-70.5500256109662, -0.565170350951413}
{-70.54924432089231, 0.5650955083404613}	{-70.54924432089223, -0.5650955083404537}
{-70.55027590016321, 0.565188704599505}	{-70.55027590016294, -0.5651887045994809}
{-70.54935477591731, -0.5651099939975464}	{-70.54935477591708, 0.5651099939975283}
{-70.5497718965346, -0.5651437959425191}	{-70.54977189653387, 0.5651437959424638}
{-70.55026907228384, -0.5651820917688487}	{-70.55026907228378, 0.5651820917688436}
{-70.54966855031758, -0.5651380287665464}	{-70.54966855031736, 0.5651380287665314}
{-70.5496526610601, -0.5651369159993457}	{-70.54965266105984, 0.5651369159993286}
{-70.55036686351878, 0.5651847383364643}	{-70.55036686351849, -0.5651847383364449}
{-70.54855875159478, -0.5650687880701277}	{-70.54855875159477, 0.5650687880701271}
{-70.5496714996907, -0.5651372309460421}	{-70.54967149969069, 0.5651372309460402}
{-70.54977979979991, 0.5651436286302105}	{-70.54977979979962, -0.5651436286301945}
{-70.54915031509252, -0.5651078671473497}	{-70.54915031509225, 0.5651078671473353}
{-70.5495741204717, 0.5651310488727354}	{-70.54957412047138, -0.5651310488727186}
{-70.55026691776177, 0.5651675747745151}	{-70.55026691776168, -0.5651675747745096}
{-70.54965704312336, 0.5651365502372752}	{-70.54965704312313, -0.5651365502372644}
{-70.54794413154838, -0.5650523904097782}	{-70.54794413154836, 0.5650523904097778}
{-70.55048470329375, 0.5651730528930993}	{-70.55048470329373, -0.5651730528930985}
{-70.5488688476699, -0.5650988064940815}	{-70.54886884766943, 0.5650988064940604}
{-70.54783008782843, 0.5650525911254483}	{-70.54783008782802, -0.5650525911254285}	{-70.547830087828, 0.5650525911254285}	{-70.54783008782782, -0.5650525911254216}
{-70.5496070904395, 0.5651291959402287}	{-70.5496070904393, -0.5651291959402208}
{-70.54988337852706, -0.5651407442615585}	{-70.54988337852606, 0.5651407442615177}
{-70.54677954490914, 0.5650148649830959}	{-70.5467795449082, -0.5650148649830588}
{-70.54887579533771, -0.5650974032865925}	{-70.54887579533758, 0.5650974032865872}
{-70.55081411257164, -0.5651715373411795}	{-70.55081411257125, 0.5651715373411647}
{-70.54609548496124, -0.5649961260075869}	{-70.54609548496042, 0.5649961260075569}
{-70.54772937368536, -0.5650551922618909}	{-70.54772937368519, 0.5650551922618847}
{-70.54918419649938, -0.5651063586121002}	{-70.54918419649927, 0.5651063586120968}
{-70.54718608551373, -0.5650379572900397}	{-70.54718608551373, 0.5650379572900401}
{-70.55180136479385, -0.5651918047290633}	{-70.5518013647937, 0.5651918047290592}
{-70.5455721111386, 0.5649895187556477}	{-70.54557211113828, -0.5649895187556371}
{-70.54835438954642, 0.565077571634126}	{-70.5483543895453, -0.5650775716340912}
{-70.54657265912967, -0.56502259987533}	{-70.54657265912898, 0.5650225998753095}
{-70.54604252452798, -0.5650066485026097}	{-70.5460425245278, 0.5650066485026055}
{-70.54778593094271, -0.5650578232042}	{-70.54778593094228, 0.5650578232041878}
{-70.54714792736652, -0.5650395482242346}	{-70.5471479273665, 0.5650395482242342}
{-70.55061096568635, 0.5651363737146307}	{-70.55061096568558, -0.5651363737146096}
{-70.54713086571444, 0.5650413688749302}	{-70.54713086571311, -0.5650413688748946}
{-70.54308543657991, -0.5649335072736205}	{-70.54308543657957, 0.5649335072736118}
{-70.55210643370341, -0.565168462558701}	{-70.55210643370319, 0.5651684625586955}
{-70.54264310199063, -0.564927634395868}	{-70.54264310199063, 0.5649276343958678}
{-70.54808366412864, 0.5650629472743212}	{-70.54808366412838, -0.5650629472743145}
{-70.54912330907455, -0.5650882216143029}	{-70.54912330907354, 0.5650882216142782}
{-70.54597451586775, -0.5650133824338954}	{-70.54597451586744, 0.565013382433888}
{-70.53886521597573, -0.5648481543152456}	{-70.53886521597485, 0.5648481543152256}
{-70.55105820328845, -0.5651252898472342}	{-70.55105820328824, 0.5651252898472292}
{-70.54522876285154, -0.564995693644793}	{-70.54522876285115, 0.5649956936447849}
{-70.54471076852313, -0.5649844283644764}	{-70.5447107685228, 0.564984428364469}
{-70.54212528765464, -0.5649294163023205}	{-70.54212528765377, 0.5649294163023028}
{-70.5462872540928, 0.5650160643934925}	{-70.54628725409268, -0.5650160643934896}
{-70.54944653632846, -0.5650804266744033}	{-70.54944653632744, 0.5650804266743829}
{-70.5430549729012, -0.564952997015868}	{-70.54305497289963, 0.564952997015837}
{-70.54510064058815, -0.5649929133384533}	{-70.54510064058753, 0.5649929133384419}
{-70.53793351230915, -0.5648560344588861}	{-70.53793351230858, 0.5648560344588751}
{-70.54994319176059, 0.5650805377738157}	{-70.54994319175923, -0.565080537773791}
{-70.54380117971209, 0.5649681507326296}	{-70.54380117971084, -0.5649681507326073}
{-70.53860012426931, -0.5648749938127131}	{-70.5386001242683, 0.5648749938126953}
{-70.54494655826123, 0.5649862653408949}	{-70.54494655826034, -0.5649862653408791}
{-70.54315824192398, -0.5649555729176302}	{-70.54315824192273, 0.5649555729176083}
{-70.5436588719867, 0.5649639835252527}	{-70.54365887198585, -0.564963983525239}
{-70.53611895529566, 0.5648399944169016}	{-70.53611895529441, -0.5648399944168817}
{-70.54241124343386, 0.564941274425903}	{-70.54241124343316, -0.564941274425891}
{-70.54121425203549, -0.5649224166573033}	{-70.5412142520352, 0.5649224166572987}
{-70.54382718764856, -0.5649627051998571}	{-70.54382718764822, 0.564962705199852}
{-70.53912229726234, 0.5648917118837739}	{-70.53912229726076, -0.5648917118837505}
{-70.53882905967812, 0.564887382166475}	{-70.53882905967583, -0.5648873821664413}
{-70.54346701764932, 0.5649543878096258}	{-70.54346701764823, -0.5649543878096098}
{-70.54131405587495, 0.5649239571630453}	{-70.5413140558749, -0.5649239571630437}
{-70.53228479013747, 0.5647991239047734}	{-70.53228479013634, -0.5647991239047582}
{-70.54160330518091, 0.5649251295842468}	{-70.54160330518091, -0.5649251295842467}
{-70.54472075087803, 0.5649663551448232}	{-70.54472075087631, -0.5649663551448009}
{-70.541577855674, -0.5649257190300889}	{-70.54157785567357, 0.5649257190300834}
{-70.53212134547694, 0.5648062087885984}	{-70.53212134547616, -0.5648062087885891}
{-70.54315825706541, -0.5649425293766648}	{-70.54315825706422, 0.5649425293766498}
{-70.53498469853253, 0.564843886811291}	{-70.53498469853233, -0.5648438868112882}
{-70.53458511236322, -0.5648391764545049}	{-70.53458511236288, 0.5648391764545005}	{-70.53458511236268, -0.5648391764544987}	{-70.53458511236174, 0.5648391764544879}
{-70.52853119705546, -0.5647694892370466}	{-70.52853119705316, 0.5647694892370207}
{-70.54511819937471, -0.564955908894491}	{-70.5451181993736, 0.5649559088944783}
{-70.52813080659327, 0.5647695838285091}	{-70.52813080659212, -0.564769583828497}
{-70.53447063791381, 0.5648374179979411}	{-70.53447063791133, -0.564837417997915}
{-70.53588538416457, -0.5648521814471859}	{-70.53588538416103, 0.5648521814471493}
{-70.53238592506429, 0.5648165834067642}	{-70.53238592506415, -0.5648165834067626}
{-70.53897118962364, -0.5648818585132748}	{-70.53897118962306, 0.5648818585132691}
{-70.54103262230214, -0.564901761347994}	{-70.54103262229994, 0.5649017613479725}
{-70.52332071787866, -0.5647353330437348}	{-70.52332071787798, 0.5647353330437288}
{-70.53166204287942, -0.5648115767382376}	{-70.53166204287842, 0.5648115767382281}
{-70.53590913639134, 0.5648493283980712}	{-70.53590913639061, -0.5648493283980647}
{-70.53610690844965, -0.5648510366734018}	{-70.53610690844845, 0.5648510366733921}
{-70.53230741878116, 0.5648191718271979}	{-70.5323074187801, -0.5648191718271887}
{-70.52457005749552, -0.5647562231299535}	{-70.5245700574928, 0.5647562231299321}
{-70.52900123550816, -0.5647911710867152}	{-70.529001235507, 0.5647911710867057}
{-70.52990827692307, -0.5647981008780334}	{-70.52990827692224, 0.5647981008780277}
{-70.52736242609684, -0.564779279763318}	{-70.52736242609649, 0.5647792797633157}
{-70.53777327670248, -0.5648536928831505}	{-70.53777327670119, 0.5648536928831411}
{-70.52871622151396, 0.5647911824642242}	{-70.52871622151318, -0.5647911824642188}
{-70.51645921788581, -0.5647096385062259}	{-70.51645921788402, 0.5647096385062151}

{-70.51614899817561, -0.5647120947023084}	{-70.51614899817491, 0.5647120947023051}
{-70.5285371173338, -0.5647853736298721}	{-70.52853711733205, 0.564785373629863}
{-70.52178116542004, 0.5647470690688947}	{-70.52178116541839, -0.5647470690688858}
{-70.5292915300973, -0.5647877971984592}	{-70.52929153009386, 0.5647877971984413}
{-70.53456940517052, -0.5648151230424228}	{-70.53456940516982, 0.5648151230424198}
{-70.5209103053138, 0.5647478193992181}	{-70.52091030531214, -0.5647478193992106}
{-70.5219255646357, 0.5647525662457297}	{-70.52192556463511, -0.5647525662457269}
{-70.5210273529897, 0.5647485919888869}	{-70.52102735298844, -0.5647485919888814}
{-70.5183288194064, 0.5647373346440829}	{-70.5183288194027, -0.5647373346440666}
{-70.53074617943687, 0.5647860058462922}	{-70.53074617943506, -0.5647860058462855}
{-70.50810598113105, 0.5647031000083493}	{-70.50810598112867, -0.5647031000083401}
{-70.5174627573752, 0.5647349276429916}	{-70.51746275737281, -0.564734927642983}
{-70.52553016333606, -0.5647603010674529}	{-70.5255301633351, 0.5647603010674485}
{-70.51576529980969, 0.5647321538677313}	{-70.51576529980926, -0.5647321538677299}
{-70.52152016924613, 0.5647472127126926}	{-70.5215201692431, -0.5647472127126852}
{-70.52631594002803, 0.564758488524679}	{-70.52631594002418, -0.5647584885246715}
{-70.51381975654661, -0.5647325143695772}	{-70.51381975654127, 0.5647325143695672}
{-70.51698945505582, -0.5647382267268042}	{-70.51698945505628, 0.5647382267268042}
{-70.51953563063063, -0.5647421111677758}	{-70.51953563063039, 0.5647421111677755}
{-70.50541473521, 0.5647245871713921}	{-70.50541473520957, -0.5647245871713915}
{-70.52306151110103, -0.5647414553565641}	{-70.5230615111003, 0.5647414553565633}
{-70.5084736800249, -0.5647317381964915}	{-70.50847368002535, 0.5647317381964917}
{-70.50960299534738, -0.5647321530244507}	{-70.50960299534846, 0.5647321530244506}
{-70.52629549106439, -0.5647333480791866}	{-70.5262954910656, 0.5647333480791863}
{-70.51186055140867, -0.5647367225589272}	{-70.51186055140846, 0.5647367225589268}
{-70.51304445072596, 0.5647360722135344}	{-70.51304445072594, -0.5647360722135341}
{-70.51444040660569, -0.564734862240577}	{-70.51444040660655, 0.5647348622405758}
{-70.50114046492887, 0.5647507593325543}	{-70.50114046492943, -0.5647507593325535}
{-70.51807354687371, 0.5647249146299481}	{-70.51807354687581, -0.5647249146299441}
{-70.50600578238891, -0.5647474162574379}	{-70.5060057823888, 0.5647474162574369}
{-70.50915582403974, 0.5647404372607306}	{-70.5091558240409, -0.5647404372607274}
{-70.51293652071695, -0.5647307209084371}	{-70.51293652071887, 0.5647307209084317}
{-70.5033959954073, 0.5647587527247538}	{-70.50339599540861, -0.56475875272475}
{-70.5086845769319, -0.5647412162641455}	{-70.50868457693436, 0.5647412162641354}
{-70.51479707036906, 0.5647186090758886}	{-70.51479707037096, -0.56471860907588}
{-70.50843349099966, -0.5647446801554306}	{-70.50843349100039, 0.5647446801554278}
{-70.50328651345552, -0.5647679042109202}	{-70.50328651345731, 0.5647679042109123}
{-70.51227721868834, 0.5647235412698719}	{-70.51227721869098, -0.5647235412698586}
{-70.49701865744117, -0.56480555618999}	{-70.49701865744167, 0.564805556189988}
{-70.50816621209478, -0.5647405668651173}	{-70.5081662120966, 0.5647405668651065}
{-70.50824969266151, -0.5647400414498304}	{-70.50824969266378, 0.5647400414498154}
{-70.5097314554358, 0.5647299954990954}	{-70.50973145543956, -0.5647299954990682}
{-70.501041026083, 0.5647933405876552}	{-70.5010410260843, -0.5647933405876447}
{-70.50543409799488, -0.564758998574429}	{-70.50543409799543, 0.5647589985744249}
{-70.50020991330443, -0.5648027026531206}	{-70.5002099133059, 0.5648027026531087}
{-70.50752116952256, -0.5647373694827016}	{-70.50752116952347, 0.5647373694826919}
{-70.50575228384402, -0.5647542261879333}	{-70.50575228384432, 0.5647542261879307}
{-70.49553686268492, -0.564858044404829}	{-70.49553686268875, 0.5648580444047901}
{-70.5072311909034, 0.5647315443043834}	{-70.50723119090482, -0.5647315443043678}
{-70.500999119327, -0.5648032222443542}	{-70.50099911932796, 0.5648032222443418}
{-70.50612367390927, -0.5647405664952698}	{-70.50612367390977, 0.5647405664952633}
{-70.49477674202362, 0.564888031280192}	{-70.49477674202431, -0.5648880312801827}
{-70.50321619479034, -0.5647715176491147}	{-70.50321619479101, 0.5647715176491064}
{-70.50469165386815, -0.564749901786055}	{-70.50469165386936, 0.5647499017860389}
{-70.49980965273059, -0.5648258694499381}	{-70.49980965273325, 0.5648258694498939}
{-70.49702712308297, -0.5648718783140009}	{-70.49702712308455, 0.5648718783139725}
{-70.50381014428562, 0.5647527756597033}	{-70.50381014428584, -0.5647527756597007}
{-70.49761515244775, -0.5648683683885174}	{-70.49761515244818, 0.5648683683885093}
{-70.50057786445, 0.5648095737806956}	{-70.50057786445085, -0.5648095737806791}
{-70.49858706683982, -0.5648516076818374}	{-70.49858706684171, 0.5648516076817962}
{-70.50493385768635, 0.5647089499602855}	{-70.5049338576875, -0.5647089499602586}
{-70.49453894570622, 0.5649581426745567}	{-70.49453894570794, -0.5649581426745155}
{-70.50392513145096, 0.5647179359762058}	{-70.50392513145157, -0.5647179359761906}
{-70.498067006982, -0.564878149525365}	{-70.49806700698339, 0.5648781495253247}
{-70.49955644546655, -0.5648345076181207}	{-70.49955644546671, 0.5648345076181183}
{-70.49777871254483, 0.5648904024748954}	{-70.49777871254577, -0.5648904024748689}
{-70.49782594997374, 0.5648888047881762}	{-70.49782594997404, -0.5648888047881664}
{-70.49952330818442, -0.5648269131402771}	{-70.4995233081853, 0.564826913140244}
{-70.49864748408694, -0.5648614524607478}	{-70.49864748408793, 0.564861452460709}
{-70.49939520082152, 0.5648294434979189}	{-70.49939520082214, -0.5648294434978934}
{-70.49808376922843, -0.5648906449198183}	{-70.49808376922844, 0.5648906449198156}
{-70.49832043835825, 0.5648785446549704}	{-70.4983204383587, -0.5648785446549451}
{-70.49695317933134, 0.5649555764422559}	{-70.49695317933185, -0.5649555764422288}
{-70.49700876879537, -0.5649521011458905}	{-70.49700876879622, 0.564952101145837}
{-70.49825255656985, -0.5648651695013189}	{-70.49825255657046, 0.564865169501277}
{-70.49830942572645, -0.5648606808722756}	{-70.49830942572662, 0.5648606808722578}
{-70.49748841655384, 0.5649348625969518}	{-70.49748841655432, -0.5649348625969013}
{-70.49769649274315, 0.5649129859695726}	{-70.4976964927431, -0.5649129859695697}
{-70.49866510195228, -0.5647920549413338}	{-70.49866510195254, 0.5647920549412971}
{-70.49674953485537, -0.5650854492397175}	{-70.49674953485558, 0.5650854492396838}
{-70.49758618039183, 0.5649210305330551}	{-70.49758618039219, -0.5649210305329937}
{-70.49796223755925, 0.5648195678707282}	{-70.4979622375594, -0.5648195678707073}
{-70.49765771571863, 0.564949592904591}	{-70.49765771571863, -0.5649495929045896}
{-70.4976524171114, 0.5649548686193181}	{-70.4976524171114, -0.5649548686193084}
{-70.49766786053063, 0.5650066316222734}	{-70.49766786053056, -0.5650066316222415}
{-70.49753879362797, 0.5649242965950395}	{-70.49753879362794, -0.5649242965950154}
{-70.49780680554993, 0.5650196436109425}	{-70.49780680554986, -0.5650196436109418}
{-70.50026544216503, -0.5650876489751411}	{-70.50026544216456, 0.565087648975135}	{-70.50026544216442, 0.5650876489751239}
{-70.50255586652605, 0.5651497407758702}	{-70.50255586652233, -0.5651497407757696}
{-70.50077092912986, 0.5651022835322056}	{-70.50077092912942, -0.5651022835321943}	{-70.50077092912866, -0.5651022835321805}
{-70.50180494347804, -0.565129261813815}	{-70.5018049434773, 0.565129261813796}
{-70.50200053057088, 0.5651342718118211}	{-70.50200053056972, -0.5651342718117961}	{-70.5020005305694, -0.5651342718117833}	{-70.50200053056852, 0.5651342718117655}
{-70.50228045683069, -0.5651413149825703}	{-70.50228045683015, 0.5651413149825563}
{-70.49803302937286, 0.5650362841700561}	{-70.49803302937198, -0.565036284170035}	{-70.49803302936996, 0.5650362841699912}
{-70.50374870657414, 0.5651752371002989}	{-70.50374870657133, -0.5651752371002318}
{-70.5030147152362, 0.5651576881856029}	{-70.50301471523541, -0.5651576881855845}
{-70.4987816580202, 0.5650580953366593}	{-70.49878165801974, -0.5650580953366493}
{-70.50213098604621, -0.5651356625707997}	{-70.50213098604465, 0.5651356625707644}
{-70.50279661643907, 0.5651508407148674}	{-70.50279661643846, -0.5651508407148527}
{-70.5034819524304, 0.5651662337930312}	{-70.50348195243, -0.5651662337930223}
{-70.49970047509272, -0.5650825394512946}	{-70.4997004750922, 0.5650825394512838}
{-70.502514607933, -0.5651439318584709}	{-70.5025146079302, 0.5651439318584093}
{-70.50457104458594, -0.5651881613177121}	{-70.50457104458515, 0.5651881613176947}
{-70.50303886813262, 0.5651556609601103}	{-70.50303886813234, -0.565155660960105}
{-70.5015656967319, -0.5651248318502855}	{-70.501565696727, 0.5651248318501838}
{-70.50256555411268, 0.5651454796687098}	{-70.50256555411188, -0.5651454796686931}
{-70.50364950847433, -0.565167573518152}	{-70.50364950847265, 0.5651675735181174}
{-70.50449409054079, 0.5651845690901639}	{-70.5044940905406, -0.5651845690901608}
{-70.50143135852458, -0.5651237043707461}	{-70.5014313585243, 0.5651237043707403}
{-70.5051976467202, -0.5651976335600232}	{-70.50519764671844, -0.5651976335599938}	{-70.50519764671681, 0.5651976335599579}

{-70.50362644012094, 0.5651667969521156}	{-70.50362644011979, -0.5651667969520933}
