{-274.441467196712, -10.703844882841452}	{-274.4414671967065, 10.70384488284126}
{-274.4066532282923, -10.702418076121681}	{-274.4066532282273, 10.702418076119002}
{-274.396758422161, -10.702013852805917}	{-274.39675842210517, 10.70201385280363}
{-274.4132199368191, 10.70268415004059}	{-274.41321993671215, -10.702684150036223}
{-274.3888582341554, -10.701695434614138}	{-274.3888582340868, 10.701695434611366}
{-274.33360638114647, -10.699460530074692}	{-274.3336063811237, 10.699460530073777}
{-274.3798698144801, 10.701325515360082}	{-274.3798698143178, -10.701325515353581}
{-274.33883516309936, 10.699677005871498}	{-274.3388351630934, -10.699677005871266}
{-274.30094202908055, -10.698160018679348}	{-274.30094202905906, 10.69816001867848}
{-274.31575772910725, -10.698751032104242}	{-274.3157577289699, 10.698751032098775}
{-274.3196482055778, 10.698905665705318}	{-274.31964820555226, -10.698905665704318}
{-274.2570219102224, 10.696425647120355}	{-274.2570219101144, -10.696425647116076}
{-274.2782775221306, 10.69726421165192}	{-274.2782775221027, -10.697264211650829}
{-274.2436148610603, -10.695901967223818}	{-274.2436148609036, 10.695901967217672}
{-274.2034229856259, 10.694328621332797}	{-274.2034229855691, -10.694328621330563}
{-274.2425975297717, 10.695855985050699}	{-274.2425975297345, -10.695855985049247}
{-274.21145444122544, 10.694646752885808}	{-274.211454441167, -10.694646752883568}
{-274.1564585908988, 10.692520382987615}	{-274.15645859085885, -10.692520382986105}
{-274.1793885741697, 10.69340310164162}	{-274.1793885741384, -10.693403101640419}
{-274.13368557472234, -10.691651573506341}	{-274.13368557458773, 10.69165157350113}
{-274.1329948223417, 10.691625223150533}	{-274.1329948219386, -10.691625223135144}
{-274.0583644413031, 10.688791853852353}	{-274.0583644412804, -10.688791853851543}
{-274.0797872425817, -10.689601161060006}	{-274.0797872425682, 10.689601161059512}
{-274.078886423204, -10.689567304237764}	{-274.0788864231101, 10.68956730423418}
{-274.0383547566577, 10.688052061366353}	{-274.03835475647554, -10.688052061359553}
{-273.98658371734786, 10.686127411724698}	{-273.9865837169578, -10.68612741171028}
{-274.00365623772234, -10.68675841458412}	{-274.00365623760973, 10.686758414579929}
{-273.9514740392445, -10.684841503965128}	{-273.95147403912733, 10.684841503960875}
{-273.94618454562055, 10.684648440737003}	{-273.9461845455681, -10.684648440735042}
{-273.959869385419, 10.685144553941718}	{-273.9598693852283, -10.68514455393489}
{-273.8859169686605, -10.682482794200174}	{-273.88591696837454, 10.682482794189937}
{-273.87552742499344, -10.682111698136788}	{-273.8755274249295, 10.682111698134534}
{-273.875045096614, 10.682094610356703}	{-273.8750450965971, -10.682094610356007}
{-273.82427271846984, 10.680311580307603}	{-273.8242727182557, -10.68031158030002}
{-273.7863015635611, -10.67899069020174}	{-273.78630156338335, 10.678990690195642}
{-273.7555955817547, 10.677933463719407}	{-273.7555955814877, -10.677933463710321}
{-273.7833278473608, -10.678877654782918}	{-273.78332784726047, 10.678877654779487}
