{-78.55686359610952, 1.5012374250764127}	{-78.5568635961095, -1.5012374250764093}
{-78.55722719013251, -1.501261451318172}	{-78.55722719013232, 1.5012614513181592}
{-78.55696312861672, 1.5012449074820526}	{-78.55696312861656, -1.501244907482043}
{-78.55654819961707, 1.5012202037950273}	{-78.55654819961683, -1.5012202037950129}
{-78.55753565617835, 1.5012761871494464}	{-78.5575356561781, -1.5012761871494344}
{-78.55613080298652, 1.5012001993924866}	{-78.55613080298649, -1.5012001993924857}
{-78.55721890462442, -1.5012564465291804}	{-78.55721890462401, 1.5012564465291591}
{-78.55651177939562, -1.5012214578776397}	{-78.55651177939534, 1.5012214578776266}
{-78.5559813402306, -1.501196298822975}	{-78.55598134023059, 1.5011962988229732}
{-78.55684027688689, 1.5012354031029513}	{-78.5568402768863, -1.501235403102925}
{-78.55643232092362, -1.50121755414435}	{-78.55643232092356, 1.5012175541443475}
{-78.5568517460969, 1.5012352097424233}	{-78.55685174609688, -1.5012352097424235}
{-78.55501943602223, 1.5011609233578704}	{-78.55501943602216, -1.501160923357868}
{-78.55582093168391, -1.5011922501711858}	{-78.55582093168381, 1.5011922501711816}
{-78.55582855154461, 1.501192537553633}	{-78.55582855154458, -1.5011925375536315}
{-78.55640787569571, -1.5012136382649142}	{-78.5564078756955, 1.5012136382649057}
{-78.55464382566677, 1.5011515392532517}	{-78.55464382566646, -1.5011515392532404}
{-78.55713005234091, -1.501236190058819}	{-78.55713005234044, 1.5012361900588032}
{-78.55501632973385, -1.5011665358425887}	{-78.55501632973368, 1.5011665358425823}
{-78.55494935586654, -1.5011643984569754}	{-78.55494935586651, 1.501164398456974}
{-78.55257860065976, -1.5010910829709698}	{-78.55257860065963, 1.5010910829709663}
{-78.55653815478993, 1.501209805046798}	{-78.55653815478951, -1.5012098050467844}
{-78.55445460139995, -1.5011492031189282}	{-78.5544546013993, 1.5011492031189093}
{-78.5536365908503, -1.5011261126819446}	{-78.5536365908493, 1.5011261126819166}
{-78.55537321439024, 1.5011737084560381}	{-78.55537321438999, -1.5011737084560313}
{-78.55343270498545, 1.5011220500435942}	{-78.55343270498517, -1.501122050043586}
{-78.55113012728391, -1.5010624899624059}	{-78.55113012728373, 1.5010624899624003}
{-78.55583694404486, 1.5011808348865503}	{-78.55583694404457, -1.5011808348865434}
{-78.55149838401734, -1.5010747675881175}	{-78.55149838401732, 1.5010747675881175}
{-78.5526133457747, -1.501101278608549}	{-78.55261334577293, 1.5011012786085074}
{-78.55395223864265, 1.501132250777206}	{-78.55395223864247, -1.501132250777202}
{-78.54912455061452, -1.5010235802450778}	{-78.54912455061441, 1.5010235802450758}
{-78.55395091603567, 1.501129320829612}	{-78.55395091603556, -1.5011293208296095}
{-78.55241845100127, 1.501096635587336}	{-78.55241845100073, -1.5010966355873243}
{-78.55101362299465, 1.5010674627814}	{-78.55101362299447, -1.5010674627813962}
{-78.55180041092011, -1.5010833729394253}	{-78.55180041091911, 1.5010833729394055}
{-78.54623454400506, 1.5009737629762292}	{-78.5462345440049, -1.500973762976227}
{-78.55206436435265, -1.5010855854205256}	{-78.55206436435255, 1.5010855854205232}
{-78.54937218286952, 1.5010352847155601}	{-78.54937218286888, -1.501035284715548}
{-78.5506851807057, 1.5010591813502179}	{-78.55068518070476, -1.5010591813502008}
{-78.54587253613023, 1.500973858991347}	{-78.54587253613012, -1.5009738589913444}
{-78.54825220006477, -1.5010149554531103}	{-78.54825220006393, 1.5010149554530956}
{-78.54712585822165, -1.5009960071652346}	{-78.54712585822048, 1.5009960071652153}
{-78.5500574759949, 1.501044046690138}	{-78.55005747599469, -1.5010440466901351}
{-78.54524387669802, 1.5009672208357197}	{-78.54524387669764, -1.500967220835714}
{-78.54701747059916, -1.500994787835093}	{-78.54701747059781, 1.5009947878350725}
{-78.55001919315065, -1.5010402212583618}	{-78.55001919314975, 1.5010402212583482}
{-78.54103726733416, -1.5009078676540877}	{-78.54103726733386, 1.5009078676540835}
{-78.54972080559493, -1.501032423507282}	{-78.54972080559298, 1.501032423507254}
{-78.54071231698059, -1.5009066687740786}	{-78.54071231697972, 1.5009066687740669}
{-78.54450721843835, -1.500958209332623}	{-78.54450721843641, 1.500958209332597}
{-78.54721954552893, 1.5009940428026927}	{-78.54721954552711, -1.5009940428026693}
{-78.54166809938991, -1.5009227293460867}	{-78.54166809938965, 1.5009227293460836}
{-78.53635036640208, 1.5008563372131516}	{-78.53635036640124, -1.5008563372131416}
{-78.54872227930153, -1.5010064275384294}	{-78.54872227930147, 1.501006427538429}
{-78.53839732220173, -1.5008847780103867}	{-78.53839732219834, 1.500884778010347}
{-78.53919221975376, -1.5008938680785815}	{-78.53919221975221, 1.500893868078564}
{-78.53502790662269, 1.5008476705806122}	{-78.53502790661926, -1.5008476705805744}
{-78.54406462768601, 1.5009448733889879}	{-78.5440646276846, 1.5009448733889734}	{-78.54406462768446, -1.5009448733889714}	{-78.5440646276822, -1.5009448733889472}
{-78.53174339941499, 1.500816469820847}	{-78.53174339941438, -1.5008164698208408}
{-78.54319794861738, -1.5009320393837886}	{-78.54319794861485, 1.5009320393837633}
{-78.53409896442787, 1.500843230174433}	{-78.53409896442537, -1.5008432301744095}
{-78.53213958635492, 1.5008247499115404}	{-78.53213958635486, -1.5008247499115397}
{-78.53822604725359, 1.5008801780313261}	{-78.53822604725183, -1.5008801780313104}
{-78.53421403005525, -1.5008449403848236}	{-78.53421403005517, 1.5008449403848227}
{-78.52990698897328, -1.5008085072991952}	{-78.52990698897285, 1.500808507299193}
{-78.53553655368887, 1.500854314426918}	{-78.53553655368887, -1.5008543144269177}
{-78.53242886465085, -1.5008300268597061}	{-78.5324288646506, 1.500830026859704}

{-78.53079147226472, -1.5008177181019182}	{-78.53079147226376, 1.500817718101912}
{-78.5234114518544, -1.500767193990414}	{-78.52341145185235, 1.5007671939904}
{-78.52877284281062, 1.500802158465032}	{-78.52877284281003, -1.5008021584650284}
{-78.52759256735705, -1.500794845110082}	{-78.52759256735548, 1.5007948451100723}
{-78.53021893546023, 1.5008102585460878}	{-78.53021893545657, -1.5008102585460668}
{-78.52711682235748, 1.5007930777094025}	{-78.52711682235702, -1.5007930777093996}
{-78.518648869953, 1.5007490143919833}	{-78.51864886995115, -1.5007490143919742}
{-78.52521639634492, 1.5007809772001601}	{-78.52521639634398, -1.5007809772001568}
{-78.52732847063224, -1.5007905404730426}	{-78.52732847063007, 1.5007905404730333}
{-78.51539988698418, -1.5007406598660673}	{-78.51539988698303, 1.500740659866063}
{-78.52949230339992, 1.5007946677958224}	{-78.52949230339965, -1.5007946677958204}
{-78.52058088423581, 1.500763672014321}	{-78.52058088423392, -1.500763672014315}
{-78.51856639437406, -1.5007573968638594}	{-78.51856639437051, 1.5007573968638477}
{-78.51403134848184, -1.5007449449458456}	{-78.51403134848148, 1.5007449449458448}
{-78.51700808619641, 1.500751999231717}	{-78.51700808619614, -1.5007519992317162}
{-78.51818231974201, 1.5007543321127703}	{-78.5181823197417, -1.5007543321127692}
{-78.51791852111421, 1.500753911648061}	{-78.51791852111367, -1.5007539116480593}
{-78.50724633230776, -1.5007412287701503}	{-78.50724633230745, 1.5007412287701494}
{-78.51436798359941, 1.5007467371828263}	{-78.51436798359771, -1.5007467371828247}
{-78.51191232185938, -1.500745881842029}	{-78.51191232186292, 1.5007458818420283}
{-78.51832912564001, 1.5007453032974507}	{-78.51832912564016, -1.5007453032974498}
{-78.50730379932227, -1.5007513166272073}	{-78.50730379932205, 1.5007513166272068}
{-78.51422758677924, -1.5007442786154173}	{-78.51422758678112, 1.5007442786154153}
{-78.50492732251688, 1.500758273447706}	{-78.50492732251641, -1.5007582734477052}
{-78.51343898264263, -1.5007411498428638}	{-78.51343898264629, 1.5007411498428551}
{-78.50692981183002, 1.500757677586166}	{-78.50692981183246, -1.500757677586159}
{-78.51006489909162, -1.5007479852670145}	{-78.5100648990927, 1.5007479852670085}
{-78.50725975530808, -1.5007582758858644}	{-78.50725975530906, 1.5007582758858606}
{-78.50659435594144, 1.5007611206691638}	{-78.50659435594163, -1.5007611206691627}
{-78.50096721408318, -1.500788778221075}	{-78.50096721408377, 1.5007887782210736}
{-78.50502523017525, 1.5007661030063821}	{-78.50502523017647, -1.5007661030063777}
{-78.5047657020461, -1.5007677372112125}	{-78.50476570204707, 1.5007677372112067}
{-78.50075792435118, -1.5007960061077947}	{-78.50075792435186, 1.5007960061077883}
{-78.50620580272907, -1.5007532097274463}	{-78.5062058027313, 1.5007532097274279}
{-78.50231954776784, -1.5007870678695325}	{-78.50231954776936, 1.5007870678695177}
{-78.50183469323619, -1.5007917392859367}	{-78.50183469323635, 1.5007917392859353}
{-78.4990969672809, -1.5008208321536765}	{-78.49909696728113, 1.5008208321536767}
{-78.50524901934587, 1.5007488993525906}	{-78.50524901934776, -1.5007488993525666}
{-78.49924519902163, -1.5008260633134156}	{-78.49924519902234, 1.5008260633134065}
{-78.4971327913397, -1.500855904540996}	{-78.49713279134008, 1.5008559045409904}
{-78.50328953644228, 1.5007604242698178}	{-78.50328953644285, -1.500760424269808}
{-78.49962604662062, -1.5008228255963643}	{-78.49962604662129, 1.5008228255963492}
{-78.49573232696494, 1.500895801108789}	{-78.49573232696602, -1.500895801108765}
{-78.49949224039071, -1.5008182097475822}	{-78.49949224039118, 1.500818209747576}
{-78.49934334488108, -1.5008215986461113}	{-78.49934334488151, 1.500821598646104}
{-78.49605251012862, -1.500904496248552}	{-78.49605251012933, 1.5009044962485358}
{-78.4994725484958, 1.5008088565153355}	{-78.49947254849641, -1.5008088565153188}
{-78.49742999376599, -1.500872535528942}	{-78.497429993766, 1.500872535528941}
{-78.49619197163848, 1.5009158314639013}	{-78.49619197163862, -1.5009158314638933}
{-78.49808222050808, -1.5008412175788808}	{-78.498082220509, 1.500841217578838}
{-78.49639088237024, 1.5009172326727571}	{-78.49639088237078, -1.5009172326727322}
{-78.49755056389354, 1.5008572311587325}	{-78.49755056389398, -1.500857231158709}
{-78.49620968711578, 1.5009382336824333}	{-78.4962096871161, -1.5009382336824104}
{-78.49725098371508, -1.5008634030733934}	{-78.49725098371533, 1.500863403073375}
{-78.49552560951419, -1.501014817374135}	{-78.49552560951459, 1.5010148173740947}
{-78.49665590218854, 1.5008891060957288}	{-78.49665590218858, -1.5008891060957084}
{-78.49607107721924, -1.500976447140538}	{-78.49607107721931, 1.5009764471405218}
{-78.49658251753334, 1.5008626381169161}	{-78.49658251753334, -1.500862638116893}
{-78.49638843848246, -1.500944190231375}	{-78.49638843848246, 1.5009441902313307}
{-78.49636864807711, -1.5010030444508096}	{-78.49636864807714, 1.501003044450798}
{-78.4962405434935, -1.5009241295330569}	{-78.49624054349351, 1.5009241295330278}
{-78.49652713518171, 1.5010056718572333}	{-78.49652713518157, -1.5010056718572111}
{-78.49662178508304, -1.501023375796333}	{-78.49662178508292, 1.5010233757963083}
{-78.49619334560074, 1.5009631288358567}	{-78.49619334560066, -1.5009631288358543}
{-78.49667954516457, 1.501018239239024}	{-78.49667954516428, -1.501018239238989}
{-78.49607049799944, -1.5009601313006442}	{-78.49607049799913, 1.5009601313006136}
{-78.49758183280878, 1.5010850970869278}	{-78.4975818328085, -1.5010850970869092}
{-78.49575877719768, -1.500951622737081}	{-78.49575877719742, 1.500951622737064}
{-78.49747901397848, 1.5010649486309893}	{-78.49747901397843, -1.5010649486309857}
{-78.4977748254873, -1.5010826987599508}	{-78.49777482548731, 1.5010826987599495}
{-78.49596921048469, -1.5009829783692452}	{-78.4959692104847, 1.500982978369245}
{-78.49730256852582, -1.5010513061856297}	{-78.49730256852496, 1.501051306185592}
{-78.49721243929088, 1.5010469918447646}	{-78.49721243929066, -1.501046991844758}
{-78.49937930090516, 1.5011444402145313}	{-78.49937930090388, -1.5011444402144773}
{-78.4960149544292, -1.5010015693308243}	{-78.49601495442901, 1.5010015693308136}
{-78.49829983334146, -1.5010935833462455}	{-78.4982998333408, 1.501093583346221}
{-78.49768080764365, -1.5010698581988322}	{-78.49768080764322, 1.501069858198818}
{-78.49820637034253, 1.5010890925024243}	{-78.49820637034087, -1.5010890925023648}
{-78.49853341740028, -1.5011005543275857}	{-78.49853341739778, 1.5011005543274996}
{-78.49995136411596, 1.5011482635533906}	{-78.49995136411432, -1.5011482635533366}
{-78.49773362823629, 1.5010764559096597}	{-78.49773362823508, -1.5010764559096221}
{-78.49886803926842, -1.5011118760008202}	{-78.49886803926799, 1.5011118760008082}
{-78.50103773528876, -1.5011773211020214}	{-78.50103773528869, 1.5011773211020185}
{-78.49842442899018, 1.5011010380093832}	{-78.49842442898957, -1.501101038009363}
{-78.50082237831602, -1.5011688816361068}	{-78.50082237831467, 1.5011688816360687}
{-78.49818107934252, 1.501096349541674}	{-78.49818107934156, -1.5010963495416498}
{-78.50300921025206, 1.5012252011769394}	{-78.50300921025026, -1.5012252011768925}
{-78.5005413584114, -1.5011611177240047}	{-78.50054135841083, 1.50116111772399}
{-78.49903086188428, -1.5011229087087283}	{-78.49903086188137, 1.5011229087086566}
{-78.5023324245829, -1.5012043431830633}	{-78.50233242457966, 1.5012043431829853}
{-78.49965830525367, -1.501139966765733}	{-78.49965830525352, 1.5011399667657297}
{-78.49972636113486, 1.5011415672858588}	{-78.49972636113192, -1.50114156728579}
{-78.50256801506426, -1.501206904171025}	{-78.50256801506424, 1.5012069041710248}
{-78.50297158243677, 1.5012159829611436}	{-78.5029715824364, -1.5012159829611347}
{-78.50045823257327, -1.5011606207742156}	{-78.50045823257284, 1.501160620774206}
{-78.50161980527194, 1.5011856902796177}	{-78.50161980527146, -1.5011856902796095}
{-78.50219203779706, 1.5011977984815184}	{-78.50219203779432, -1.5011977984814602}
{-78.50317374695008, 1.5012181762517178}	{-78.50317374694666, -1.501218176251647}
{-78.50548546095217, 1.501265275688019}	{-78.50548546095123, -1.5012652756880014}
{-78.50157760749751, 1.5011870833333352}	{-78.50157760749747, -1.5011870833333334}
{-78.50386260150351, -1.5012320067446774}	{-78.50386260150084, 1.5012320067446248}
{-78.5041454052435, 1.501237472301281}	{-78.50414540524247, -1.5012374723012611}
{-78.50432537078103, -1.5012408928627667}	{-78.50432537078086, 1.5012408928627636}
{-78.50296083846398, 1.5012153754329842}	{-78.50296083846389, -1.5012153754329836}
{-78.5055793678368, -1.5012635733902624}	{-78.50557936783336, 1.5012635733902011}
{-78.50412467564996, 1.5012372084337224}	{-78.50412467564969, -1.5012372084337169}
{-78.50351702149953, -1.5012263602097011}	{-78.5035170214961, 1.5012263602096416}
