{-70.98093786281652, -0.609752320693394}	{-70.98093786281652, 0.6097523206933937}
{-70.98056522737322, -0.6097039586850561}	{-70.98056522737308, 0.6097039586850375}
{-70.9807842403725, -0.6097301998134801}	{-70.9807842403725, 0.6097301998134805}
{-70.98069973738023, -0.6097208013320161}	{-70.98069973738018, 0.60972080133201}
{-70.98088894067118, -0.6097404284926777}	{-70.980888940671, 0.6097404284926583}
{-70.980089860323, -0.6096627889615287}	{-70.98008986032286, 0.609662788961515}
{-70.98130076599847, -0.6097733847984133}	{-70.98130076599834, 0.6097733847984022}
{-70.98019359910634, 0.6096780194882817}	{-70.9801935991063, -0.6096780194882783}
{-70.98025709442386, -0.6096831925694775}	{-70.98025709442355, 0.6096831925694525}
{-70.98137889784736, 0.6097698590742576}	{-70.9813788978473, -0.6097698590742527}
{-70.98035802429408, -0.6096948924223518}	{-70.98035802429389, 0.6096948924223387}
{-70.97956972349226, 0.609639748104311}	{-70.97956972349205, -0.6096397481042969}
{-70.98070897100546, -0.6097158082338018}	{-70.98070897100531, 0.6097158082337921}
{-70.98043722752325, -0.6096984625357814}	{-70.98043722752301, 0.6096984625357659}
{-70.9808611285135, -0.6097243748283017}	{-70.98086112851298, 0.6097243748282706}
{-70.97960873470319, 0.6096509489519436}	{-70.97960873470286, -0.6096509489519251}
{-70.98009864696454, -0.6096785352488213}	{-70.98009864696438, 0.6096785352488127}
{-70.97949251186704, 0.6096457136512005}	{-70.97949251186687, -0.6096457136511926}
{-70.97985744596144, 0.6096647391408127}	{-70.97985744596136, -0.609664739140808}
{-70.98073573910487, -0.6097088717483767}	{-70.98073573910466, 0.6097088717483671}
{-70.98090328948182, -0.6097169946389412}	{-70.98090328948142, 0.6097169946389234}
{-70.97831336141012, 0.6095957301243102}	{-70.97831336140996, -0.6095957301243025}
{-70.98092409951293, 0.609713888804745}	{-70.98092409951248, -0.6097138888047252}
{-70.98079392433777, -0.6097081893275134}	{-70.98079392433759, 0.609708189327505}
{-70.97995944786503, 0.6096728153770121}	{-70.97995944786464, -0.6096728153769948}	{-70.97995944786432, 0.6096728153769816}	{-70.9799594478643, -0.6096728153769817}
{-70.97743894632323, 0.6095692895404632}	{-70.97743894632316, -0.6095692895404605}
{-70.98171942052058, 0.6097397503665704}	{-70.98171942052014, -0.6097397503665527}
{-70.97838273228813, 0.6096108357852023}	{-70.97838273228749, -0.6096108357851787}
{-70.97904903723295, 0.6096358273868913}	{-70.97904903723283, -0.609635827386887}
{-70.97839057526129, -0.609611837658442}	{-70.97839057526055, 0.6096118376584154}
{-70.97781010237796, -0.6095912839713766}	{-70.97781010237675, 0.6095912839713346}
{-70.98288884651822, 0.6097661406277016}	{-70.98288884651794, -0.6097661406276917}
{-70.97862634404953, -0.6096233739815539}	{-70.97862634404935, 0.6096233739815481}
{-70.97850882653725, -0.6096195429648035}	{-70.97850882653663, 0.6096195429647838}
{-70.97504918010243, 0.6095097245220593}	{-70.97504918010242, -0.6095097245220585}
{-70.9785853569582, 0.6096190642289894}	{-70.97858535695781, -0.6096190642289772}
{-70.9810756233082, 0.6096940955388717}	{-70.98107562330789, -0.6096940955388627}
{-70.97830040609261, -0.6096125847163261}	{-70.97830040609196, 0.6096125847163062}
{-70.97599564895368, -0.609546572922207}	{-70.9759956489527, 0.6095465729221797}
{-70.9806396583232, -0.6096763191816215}	{-70.98063965832179, 0.609676319181582}
{-70.97679834619825, 0.609571601847289}	{-70.97679834619822, -0.6095716018472884}
{-70.97619415800118, 0.609555525788092}	{-70.97619415800035, -0.6095555257880705}
{-70.97995106974851, -0.6096531176241835}	{-70.97995106974841, 0.6096531176241813}
{-70.97677576930496, -0.6095725699547927}	{-70.97677576930455, 0.6095725699547816}
{-70.97961047393407, 0.609642806868175}	{-70.97961047393355, -0.6096428068681623}
{-70.9764678150818, 0.6095667324872255}	{-70.97646781508098, -0.6095667324872056}
{-70.97430518261581, 0.6095155761112533}	{-70.97430518261564, -0.6095155761112494}
{-70.9808679669448, 0.6096673018734723}	{-70.98086796694467, -0.6096673018734692}
{-70.9758943777281, -0.609554900492001}	{-70.9758943777281, 0.6095549004920007}
{-70.97382515475827, 0.609509179750539}	{-70.97382515475806, -0.6095091797505344}
{-70.97548036058745, 0.6095449421028867}	{-70.97548036058737, -0.6095449421028851}
{-70.97390217651942, 0.6095115949543541}	{-70.9739021765186, -0.6095115949543374}
{-70.9773748073543, -0.6095833647044736}	{-70.97737480735371, 0.609583364704462}
{-70.97858080721379, 0.60960774622867}	{-70.9785808072136, -0.6096077462286668}
{-70.9778351828074, 0.6095929991366674}	{-70.9778351828066, -0.609592999136652}
