{-87.67162283739523, -2.180332143180522}	{-87.67162283739495, 2.180332143180507}
{-87.67174055876613, -2.1803385469560594}	{-87.67174055876585, 2.1803385469560443}
{-87.67043817671274, 2.180270370070208}	{-87.67043817671262, -2.180270370070201}
{-87.67138373101562, -2.1803180526079684}	{-87.67138373101498, 2.1803180526079364}
{-87.67135665412144, -2.180316735964625}	{-87.67135665412107, 2.180316735964608}
{-87.67108155059115, 2.180303825068941}	{-87.67108155059107, -2.1803038250689366}
{-87.67072625411491, 2.180287718348635}	{-87.67072625411417, -2.180287718348603}
{-87.67013535629127, -2.1802618228884194}	{-87.67013535629123, 2.180261822888417}
{-87.66902943153165, 2.180214936495151}	{-87.66902943153099, -2.180214936495122}
{-87.67052828417515, 2.1802764518126154}	{-87.67052828417515, -2.1802764518126128}
{-87.67011261596028, -2.1802599266068245}	{-87.67011261595954, 2.1802599266067966}
{-87.66926384499318, -2.180227221264441}	{-87.66926384499276, 2.1802272212644245}
{-87.66996464758773, 2.1802534083774505}	{-87.66996464758772, -2.18025340837745}
{-87.6674693631674, 2.1801629409082484}	{-87.66746936316704, -2.180162940908237}
{-87.6685005564893, -2.18019923159}	{-87.66850055648902, 2.1801992315899903}
{-87.66858833999011, -2.18020223171646}	{-87.66858833999007, 2.1802022317164598}
{-87.67010683845662, -2.1802526497270627}	{-87.67010683845616, 2.1802526497270476}
{-87.66679463836117, 2.1801457720328683}	{-87.66679463836014, -2.180145772032835}
{-87.66784468390263, 2.180178711924742}	{-87.66784468390246, -2.1801787119247367}
{-87.66543362660799, 2.1801051593249667}	{-87.66543362660693, -2.180105159324934}
{-87.66947889561088, -2.180225202750742}	{-87.66947889561054, 2.180225202750731}
{-87.6645074583364, 2.1800816614023573}	{-87.66450745833615, -2.180081661402351}
{-87.66536906696793, 2.180105871686273}	{-87.66536906696673, -2.1801058716862394}
{-87.66454499261476, -2.180083332336779}	{-87.66454499261395, 2.1800833323367574}
{-87.66461585327013, 2.1800852191827094}	{-87.6646158532693, -2.180085219182689}
{-87.66774355694974, 2.180166311803772}	{-87.66774355694886, -2.180166311803751}
{-87.66218999354886, -2.1800260978484722}	{-87.66218999354781, 2.1800260978484456}
{-87.66623424996646, -2.180125538040953}	{-87.66623424996506, 2.1801255380409197}
{-87.66189789115317, -2.1800216941210393}	{-87.66189789115244, 2.180021694121022}
{-87.66277413487725, 2.1800421313508083}	{-87.66277413487624, -2.180042131350785}
{-87.65827867504446, -2.1799400103892523}	{-87.6582786750432, 2.179940010389225}
{-87.66242867392259, -2.1800318289650233}	{-87.66242867392155, 2.1800318289650003}
{-87.66339573543817, -2.180052667607595}	{-87.66339573543752, 2.18005266760758}
{-87.65865887922472, -2.1799532681981426}	{-87.65865887922418, 2.1799532681981324}
{-87.65670859174905, 2.179913419369586}	{-87.65670859174747, -2.179913419369555}
{-87.6608603563936, 2.1799960103896003}	{-87.66086035639323, -2.1799960103895923}
{-87.65614280462715, 2.1799046586446478}	{-87.65614280462698, -2.1799046586446438}
{-87.65702527622517, 2.1799212889756334}	{-87.6570252762245, -2.179921288975621}
{-87.66008540476493, -2.1799774005688213}	{-87.66008540476403, 2.1799774005688044}
{-87.65469215905622, 2.1798812097699893}	{-87.65469215905398, -2.179881209769949}
{-87.65593345477569, -2.1799027365857135}	{-87.65593345477363, 2.179902736585678}
{-87.65267480492987, 2.1798478071164147}	{-87.65267480492724, -2.179847807116371}
{-87.6536588368933, -2.1798639229938437}	{-87.65365883689313, 2.17986392299384}
{-87.65393411802903, 2.179868301246093}	{-87.65393411802884, -2.179868301246089}
{-87.64796101903576, -2.1797760978299547}	{-87.64796101903528, 2.179776097829949}
