{-90.0723868772584, -2.3168768224635867}	{-90.07238687725796, 2.3168768224635645}
{-90.07195476368419, 2.316853846311753}	{-90.0719547636841, -2.3168538463117483}
{-90.07126416424859, 2.316818426878826}	{-90.07126416424856, -2.3168184268788248}
{-90.0715101960499, -2.316830609278316}	{-90.07151019604943, 2.3168306092782935}
{-90.07118764900724, -2.316815177216231}	{-90.07118764900713, 2.316815177216226}
{-90.07156129221855, 2.316832464048749}	{-90.07156129221843, -2.3168324640487445}
{-90.07180529425631, -2.3168433883461876}	{-90.07180529425571, 2.3168433883461628}
{-90.0700619515271, -2.3167678064237456}	{-90.07006195152691, 2.316767806423739}
{-90.0697870598209, 2.3167562584984513}	{-90.06978705981948, -2.3167562584983927}
{-90.06976970409309, -2.316755551619157}	{-90.06976970409234, 2.3167555516191274}
{-90.07005079451498, 2.3167666572737162}	{-90.07005079451447, -2.3167666572736967}
{-90.06993017929771, 2.316762032242668}	{-90.06993017929761, -2.316762032242664}
{-90.06982436839799, 2.3167580925700952}	{-90.06982436839785, -2.316758092570089}
{-90.06965577107555, -2.3167519945991586}	{-90.06965577107542, 2.3167519945991533}
{-90.06822589855362, 2.316701736111654}	{-90.06822589855322, -2.3167017361116393}
{-90.06751418175295, -2.316677416542129}	{-90.06751418175254, 2.3166774165421127}
{-90.06878256291601, 2.3167195652266073}	{-90.06878256291535, -2.3167195652265846}
{-90.07004836387145, 2.316760483889739}	{-90.07004836387114, -2.3167604838897287}
{-90.06597820314252, -2.3166324557906792}	{-90.0659782031424, 2.316632455790675}
{-90.0653911669323, -2.3166144834905262}	{-90.06539116693222, 2.3166144834905245}
{-90.06952193978516, 2.3167376020331805}	{-90.0695219397847, -2.316737602033168}
{-90.06648264861644, -2.3166493953543226}	{-90.06648264861578, 2.316649395354304}
{-90.06469302547231, -2.3165988134947333}	{-90.06469302547082, 2.316598813494691}
{-90.06456047695062, 2.31659516444092}	{-90.06456047695062, -2.3165951644409204}
{-90.06541311747799, 2.316618030989884}	{-90.06541311747799, -2.316618030989884}
{-90.06096877804852, -2.316501911297384}	{-90.060968778047, 2.3165019112973466}
{-90.06637953343497, -2.316639650932714}	{-90.06637953343325, 2.316639650932673}
{-90.05982737445869, 2.3164771322790148}	{-90.05982737445838, -2.316477132279006}
{-90.0653694876869, 2.316611075291928}	{-90.0653694876866, -2.3166110752919185}
{-90.06365353212378, -2.3165706659668794}	{-90.06365353212335, 2.3165706659668692}
{-90.05856987855033, -2.316454026538846}	{-90.05856987854813, 2.3164540265387963}
{-90.05963692948261, -2.31647787854013}	{-90.05963692948147, 2.3164778785401055}
{-90.06025047043734, -2.3164912390622576}	{-90.06025047043704, 2.3164912390622527}
{-90.0583330027063, 2.316450567911049}	{-90.05833300270615, -2.316450567911044}
{-90.0571909924152, 2.3164269776164277}	{-90.05719099241446, -2.3164269776164126}
{-90.06022600576472, -2.316488023422424}	{-90.06022600576325, 2.3164880234223952}
{-90.05832205162768, 2.3164507429245673}	{-90.05832205162727, -2.3164507429245607}
{-90.05398154776437, 2.316368032549284}	{-90.05398154776422, -2.3163680325492804}
{-90.05639041247811, 2.316412690866349}	{-90.05639041247663, -2.316412690866322}
{-90.05517173786222, 2.31639071724533}	{-90.05517173786023, -2.3163907172452944}
{-90.05250223674872, -2.3163439244433297}	{-90.05250223674872, 2.3163439244433297}
{-90.05060926230384, -2.3163116819346565}	{-90.0506092623031, 2.3163116819346454}
{-90.05176068285272, -2.31633072961283}	{-90.05176068285158, 2.3163307296128095}
{-90.05092499162919, -2.3163173102292247}	{-90.05092499162694, 2.3163173102291896}
{-90.04995496351277, 2.3163022002011107}	{-90.04995496351111, -2.316302200201085}
{-90.05072991637972, -2.316313901810615}	{-90.05072991637896, 2.3163139018106027}
{-90.03974789420376, 2.316153296144325}	{-90.03974789420141, -2.3161532961442903}
{-90.04931668164261, 2.3162887178673532}	{-90.04931668164038, -2.316288717867322}
{-90.04258267647818, -2.316196578931158}	{-90.04258267647782, 2.316196578931153}
{-90.04431301748684, 2.3162194417382547}	{-90.04431301748637, -2.3162194417382485}
{-90.0482931889293, 2.3162701682544267}	{-90.04829318892587, -2.316270168254384}
{-90.03968008867739, 2.316164441963319}	{-90.03968008867571, -2.316164441963299}
{-90.035826661823, 2.316118959125706}	{-90.03582666181931, -2.316118959125663}
{-90.03822198320438, 2.3161461004710358}	{-90.03822198320293, -2.3161461004710193}
{-90.03996329245683, -2.316165005717001}	{-90.03996329245653, 2.316165005716997}
{-90.0338278752172, 2.3161013305097082}	{-90.03382787521561, -2.3161013305096922}
{-90.0376043912557, -2.3161387019400186}	{-90.03760439125419, 2.316138701940004}
{-90.0357420076461, 2.316121179406388}	{-90.03574200764402, -2.316121179406368}
{-90.02919455949883, -2.3160628155878182}	{-90.02919455949704, 2.3160628155878022}
{-90.03578993681204, 2.3161183056940025}	{-90.03578993681137, -2.3161183056939953}
{-90.03140585315958, -2.3160836488646197}	{-90.03140585315919, 2.316083648864617}
{-90.02529471707973, 2.3160385155880996}	{-90.02529471707912, -2.316038515588097}
{-90.02671427778472, 2.316048248089554}	{-90.02671427778424, -2.3160482480895492}
{-90.028259615024, 2.316058008312998}	{-90.0282596150232, -2.316058008312995}
{-90.02256849044102, 2.3160252212794794}	{-90.02256849044099, -2.3160252212794785}
{-90.02678760549816, 2.3160471253991477}	{-90.02678760549675, -2.3160471253991393}
{-90.01749167499386, 2.3160043224198534}	{-90.01749167499301, -2.3160043224198485}
{-90.01946375010772, 2.3160122065824567}	{-90.01946375010377, -2.3160122065824416}
{-90.01760722594356, 2.316005946913211}	{-90.01760722594365, -2.316005946913211}
{-90.02041005047657, -2.316013576611032}	{-90.02041005047668, 2.3160135766110317}
{-90.02090527445412, 2.316014590240314}	{-90.02090527444909, -2.316014590240305}
{-90.01250354148898, -2.3160033407518066}	{-90.0125035414846, 2.316003340751803}
{-90.01062394800036, 2.316002218402245}	{-90.01062394800033, -2.316002218402243}
{-90.01561266301327, 2.3160013309348075}	{-90.01561266301084, -2.316001330934805}
{-90.01410845129402, -2.316002826741485}	{-90.01410845129573, 2.3160028267414816}
{-90.00709258085594, 2.316015892299606}	{-90.00709258086111, -2.3160158922995935}
{-90.01469578243108, -2.3159947559775427}	{-90.01469578243122, 2.315994755977542}
{-90.00562328961223, 2.3160288591162}	{-90.00562328961401, -2.31602885911619}
{-90.01139573454982, 2.3160011082230167}	{-90.01139573454985, -2.31600110822301}
{-90.00283849351351, -2.316051894107669}	{-90.00283849351577, 2.316051894107657}
{-90.00903686455565, 2.3160075615059585}	{-90.0090368645569, -2.3160075615059474}
{-90.0030716525152, -2.3160581049180036}	{-90.00307165251566, 2.316058104917995}
{-90.0064822430445, -2.316024281318976}	{-90.00648224304472, 2.3160242813189744}
{-90.004657969511, -2.3160452618526213}	{-90.00465796951106, 2.3160452618526186}
{-89.99867933441162, 2.3161245527072283}	{-89.99867933441217, -2.3161245527072234}
{-90.00617043792657, -2.3160105792686965}	{-90.0061704379275, 2.3160105792686845}
{-89.99853216295065, 2.316143570628487}	{-89.99853216295124, -2.3161435706284794}
{-90.00367478760093, -2.3160412056650403}	{-90.00367478760263, 2.316041205665011}
{-89.99996560156089, -2.316125614112209}	{-89.99996560156269, 2.3161256141121647}
{-89.99847216729435, -2.3161645629921344}	{-89.99847216729522, 2.31616456299211}
{-89.9991833337713, -2.316143245279715}	{-89.99918333377148, 2.3161432452797124}
{-89.99948135010708, -2.316132926843042}	{-89.99948135010816, 2.3161329268429975}
{-89.99975680099313, 2.3161218296080404}	{-89.99975680099337, -2.3161218296080333}
{-89.99831667854234, -2.316190043989053}	{-89.99831667854309, 2.3161900439890113}
{-89.99761521497216, -2.316229661182447}	{-89.99761521497283, 2.316229661182415}
{-89.9991562432887, -2.316123964594221}	{-89.99915624328884, 2.3161239645942113}
{-89.99757342518339, -2.316259494531137}	{-89.99757342518338, 2.3162594945311357}
{-89.99805358275951, 2.3162060098996293}	{-89.99805358276038, -2.3162060098995303}
{-89.99770766446275, 2.3162595571438325}	{-89.9977076644629, -2.3162595571437734}
{-89.99757735146085, -2.3162913638174536}	{-89.99757735146098, 2.3162913638173954}
{-89.99760301982998, 2.316277696310947}	{-89.99760301983002, -2.316277696310874}
{-89.997608946781, 2.316305296134246}	{-89.99760894678101, -2.316305296134216}
{-89.99770032599113, -2.3163469011573086}	{-89.99770032599102, 2.3163469011572557}
{-89.99733785920888, -2.3162578986654254}	{-89.99733785920856, 2.316257898665384}
{-89.99791220055297, 2.3163559368196034}	{-89.99791220055289, -2.3163559368195896}
{-89.9980198257357, 2.3163701665767418}	{-89.99801982573514, -2.316370166576678}
{-89.99813120963155, -2.3163822864239734}	{-89.99813120963103, 2.3163822864239134}
{-89.99907753337281, -2.3164703226838137}	{-89.99907753337176, 2.316470322683724}
{-89.99761382347597, 2.3163507605438878}	{-89.99761382347572, -2.316350760543867}
{-89.99908526223962, -2.3164583417502467}	{-89.9990852622394, 2.3164583417502316}
{-89.99965081936861, 2.3164958903437087}	{-89.99965081936772, -2.3164958903436528}
{-89.99823068725021, 2.3164092655805004}	{-89.9982306872497, -2.316409265580482}
{-89.99982009905324, -2.316499157069922}	{-89.99982009905072, 2.3164991570697846}
{-89.99896438117038, -2.3164539465007543}	{-89.99896438116888, 2.3164539465006677}
{-90.00112547584905, 2.3165612798533877}	{-90.00112547584746, -2.316561279853309}
{-89.9997830703762, 2.316498270881817}	{-89.99978307037344, -2.3164982708816835}
{-90.00064122441258, -2.3165365113449696}	{-90.00064122441225, 2.316536511344956}
{-89.99878816849295, -2.3164578101902795}	{-89.998788168492, 2.316457810190241}
{-90.00285670246, 2.3166230512950605}	{-90.00285670245886, -2.3166230512950143}
{-90.0011695488673, -2.3165573285817564}	{-90.00116954886613, 2.316557328581712}
{-90.00220171840255, -2.3165959969244603}	{-90.00220171840128, 2.316595996924408}
{-90.00195555139689, 2.3165871072573303}	{-90.00195555139574, -2.316587107257291}
{-90.00210638458707, -2.3165923688302352}	{-90.00210638458448, 2.3165923688301437}
{-90.0037192056755, 2.3166468161783134}	{-90.00371920567434, -2.316646816178275}
{-90.00381795372573, 2.316650047852853}	{-90.00381795372196, -2.3166500478527317}
{-90.00513787906624, 2.316691987589676}	{-90.00513787906321, -2.3166919875895786}
{-90.00257248068628, 2.316612733526324}	{-90.00257248068539, -2.3166127335262967}
{-90.00662252135466, -2.3167345384461306}	{-90.00662252135352, 2.316734538446096}
{-90.005438818619, 2.3166998414720252}	{-90.00543881861647, -2.31669984147195}
{-90.00596757564402, -2.3167149639140443}	{-90.00596757564291, 2.316714963914015}
{-90.00546610918595, 2.31670095666146}	{-90.00546610918373, -2.316700956661397}
{-90.00490569667582, 2.3166856541475283}	{-90.00490569667511, -2.316685654147509}
{-90.00782553611624, 2.316763659028811}	{-90.00782553611286, -2.316763659028721}
{-90.00560952651341, -2.3167056913505317}	{-90.00560952651004, 2.316705691350445}
{-90.0099852346836, -2.316817849613618}	{-90.00998523467977, 2.3168178496135194}
{-90.00643072963909, -2.3167285132162623}	{-90.00643072963703, 2.31672851321621}
{-90.00838541222167, 2.3167767159019164}	{-90.00838541221657, -2.316776715901791}
{-90.00831659375162, -2.316775049795117}	{-90.00831659374784, 2.316775049795026}
{-90.01044325213913, -2.3168256255187343}	{-90.01044325213074, 2.316825625518537}
{-90.00951416132904, 2.3168039095881388}	{-90.00951416132477, -2.31680390958804}
{-90.00984222026817, 2.3168114494658214}	{-90.00984222026439, -2.3168114494657357}
{-90.01139601068944, -2.316846581160862}	{-90.01139601067942, 2.3168465811606453}
{-90.01006514985961, 2.316816965205077}	{-90.0100651498588, -2.3168169652050588}
{-90.01231660918542, 2.316866296750681}	{-90.01231660918418, -2.3168662967506544}
