{-104.92564493964315, -3.20159070808054}	{-104.92564493964308, 3.201590708080536}
{-104.92463881728511, 3.201542958048187}	{-104.92463881728492, -3.201542958048179}
{-104.92486777408817, 3.2015535615111297}	{-104.92486777408644, -3.2015535615110498}
{-104.92361572058113, -3.2014969613260966}	{-104.9236157205806, 3.201496961326073}
{-104.92385080422973, -3.201507337525551}	{-104.9238508042292, 3.201507337525529}
{-104.92460283920276, -3.201539755455714}	{-104.92460283920208, 3.201539755455684}
{-104.92115682494382, 3.20139464476464}	{-104.92115682494298, -3.2013946447646076}
{-104.9229912502657, 3.2014701211364267}	{-104.92299125026463, -3.2014701211363827}
{-104.92392257425259, -3.201507568873199}	{-104.92392257425224, 3.2015075688731853}
{-104.9195693122364, 3.201336476285012}	{-104.91956931223541, -3.2013364762849736}
{-104.92042615819413, 3.201369397786355}	{-104.92042615819341, -3.201369397786328}
{-104.92042062001666, -3.2013691897372745}	{-104.92042062001606, 3.2013691897372527}
{-104.92070634987822, -3.2013796858816095}	{-104.92070634987806, 3.201379685881604}
{-104.9212231683922, 3.201398252498736}	{-104.92122316839172, -3.201398252498719}
{-104.91557314242782, 3.201199734318567}	{-104.91557314242662, -3.2011997343185272}
{-104.9179298647043, 3.201280726360215}	{-104.91792986470392, -3.2012807263602028}
{-104.91620588015762, -3.2012227736922854}	{-104.91620588015694, 3.2012227736922627}
{-104.91846998879238, -3.2012972220761937}	{-104.91846998879187, 3.2012972220761786}
{-104.91517910570326, -3.2011913721891534}	{-104.91517910570064, 3.2011913721890703}
{-104.9115382628176, -3.201076823710746}	{-104.91153826281527, 3.201076823710672}
{-104.91582604100061, -3.201208776639813}	{-104.91582604099739, 3.2012087766397164}
{-104.91314428616002, -3.2011280566846696}	{-104.9131442861587, 3.201128056684631}
{-104.91200991851035, 3.20109466404184}	{-104.91200991851021, -3.201094664041835}
{-104.90870123518334, -3.200999419440498}	{-104.90870123518198, 3.2009994194404583}
{-104.90923408312923, 3.201014417008279}	{-104.9092340831275, -3.201014417008233}
{-104.91279500125799, -3.201112399878429}	{-104.9127950012557, 3.2011123998783657}
{-104.90432578081865, -3.200884622401614}	{-104.90432578081702, 3.20088462240157}
{-104.90500016976638, 3.2009023462481117}	{-104.90500016976551, -3.2009023462480894}
{-104.91081130284715, 3.201051555736655}	{-104.91081130284637, -3.2010515557366355}
{-104.90242516365964, -3.200841250777235}	{-104.90242516365919, 3.2008412507772244}
{-104.89993007739956, 3.200780160609904}	{-104.89993007739953, -3.2007801606099036}
{-104.90332719399997, -3.2008613409084794}	{-104.90332719399856, 3.200861340908447}
{-104.89709236398873, 3.2007159845786877}	{-104.8970923639871, -3.2007159845786517}
{-104.9013322515363, -3.2008123747135766}	{-104.9013322515334, 3.200812374713511}
{-104.8990918481551, -3.200762732090212}	{-104.89909184815264, 3.2007627320901566}
{-104.89488236068223, 3.200671878533151}	{-104.89488236068144, -3.200671878533134}
{-104.89324944098433, -3.2006375716406223}	{-104.89324944098281, 3.200637571640592}
{-104.89062982112664, 3.2005840354045625}	{-104.89062982112284, -3.2005840354044865}
{-104.89106294492309, 3.200592638780697}	{-104.8910629449135, -3.200592638780508}
{-104.8902296498259, -3.2005765650585665}	{-104.89022964982459, 3.20057656505854}
{-104.89166836194727, -3.2006034877532263}	{-104.89166836194397, 3.200603487753164}
{-104.88182669386879, 3.2004250322350924}	{-104.88182669386353, -3.2004250322349987}
{-104.88921056475093, -3.2005546090525527}	{-104.88921056475029, 3.2005546090525443}
{-104.88289251011852, 3.200447457050258}	{-104.88289251011531, -3.2004474570502044}
{-104.87390974697443, -3.2003004776780655}	{-104.87390974697115, 3.200300477678014}
{-104.88241718731324, -3.2004345463572825}	{-104.88241718730747, 3.200434546357193}
{-104.87633938583785, 3.200342486929487}	{-104.87633938583406, -3.2003424869294297}
{-104.87530375816158, -3.2003274465488847}	{-104.87530375815963, 3.2003274465488585}
