{-71.2063177110332, -0.7098401304441196}	{-71.20631771103304, 0.7098401304441017}
{-71.20645473660826, 0.7098553578739585}	{-71.20645473660824, -0.7098553578739555}
{-71.20660435073718, 0.7098707783873374}	{-71.20660435073711, -0.7098707783873288}
{-71.20665355255538, -0.7098755046870774}	{-71.20665355255535, 0.7098755046870747}
{-71.20599800274022, 0.7098165643731422}	{-71.2059980027402, -0.7098165643731399}
{-71.2062084520957, 0.7098343405203315}	{-71.20620845209564, -0.7098343405203259}
{-71.20637594713611, -0.7098476756729273}	{-71.206375947136, 0.7098476756729181}
{-71.20626771087649, -0.7098395294247669}	{-71.20626771087623, 0.709839529424747}
{-71.20718138316427, -0.7099047080509372}	{-71.20718138316393, 0.7099047080509145}
{-71.20550786737677, -0.7097912797409873}	{-71.20550786737674, 0.7097912797409855}
{-71.20576251214308, -0.709807713897764}	{-71.20576251214305, 0.7098077138977623}
{-71.20625451833816, 0.7098380067570346}	{-71.20625451833801, -0.709838006757026}
{-71.20636326352164, -0.709844405825537}	{-71.20636326352125, 0.7098444058255151}
{-71.20631986638982, -0.7098419611453332}	{-71.20631986638966, 0.7098419611453244}
{-71.20641361582665, -0.7098470245242079}	{-71.20641361582634, 0.7098470245241919}
{-71.205567561501, -0.7098031523434103}	{-71.20556756150098, 0.7098031523434085}
{-71.20522006387779, 0.7097858293359978}	{-71.20522006387753, -0.7097858293359862}
{-71.20620393928867, 0.7098330359654852}	{-71.20620393928866, -0.7098330359654851}
{-71.20643373236017, 0.7098436595250948}	{-71.20643373235998, -0.7098436595250873}
{-71.2049721978776, -0.70977848649414}	{-71.20497219787708, 0.7097784864941176}
{-71.20512917949758, 0.7097852450085891}	{-71.20512917949746, -0.7097852450085845}
{-71.20512160674038, 0.7097849299543937}	{-71.20512160673997, -0.7097849299543764}
{-71.20788861411134, -0.709896264270879}	{-71.2078886141112, 0.7098962642708733}
{-71.20478973088558, 0.7097755780108781}	{-71.20478973088555, -0.7097755780108772}
{-71.20362049431161, -0.7097314700556018}	{-71.20362049431154, 0.7097314700555998}	{-71.20362049431147, 0.7097314700555972}	{-71.20362049431141, -0.7097314700555946}
{-71.20698290118378, -0.709854416469644}	{-71.2069829011835, 0.7098544164696333}
{-71.2040797641085, 0.7097514568032528}	{-71.20407976410849, -0.7097514568032524}
{-71.20665123810211, 0.709839964899128}	{-71.20665123810097, -0.7098399648990891}
{-71.20247183752825, 0.7097002750142307}	{-71.20247183752737, -0.7097002750142024}
{-71.20396002697095, 0.7097486026857432}	{-71.2039600269705, -0.7097486026857297}
{-71.20540378056592, 0.7097941783424943}	{-71.20540378056569, -0.7097941783424865}
{-71.20410767658781, -0.7097543867540186}	{-71.20410767658727, 0.7097543867540028}
{-71.2055022846492, 0.7097960460025369}	{-71.20550228464901, -0.709796046002531}
{-71.20671188875197, -0.7098312177206234}	{-71.20671188875156, 0.709831217720612}
{-71.19958963052531, -0.7096295512637716}	{-71.19958963052483, 0.7096295512637582}
{-71.20870608123398, -0.7098810130919445}	{-71.20870608123319, 0.7098810130919233}
{-71.20169576503137, 0.7096925764389971}	{-71.20169576503123, -0.7096925764389942}
{-71.20396367993162, 0.7097520031308295}	{-71.20396367993074, -0.709752003130806}
{-71.20131809763468, 0.7096844043531907}	{-71.20131809763467, -0.7096844043531906}
{-71.2053621703092, -0.7097851968939277}	{-71.20536217030845, 0.7097851968939094}
{-71.20615566671624, 0.7098044928806552}	{-71.20615566671512, -0.7098044928806282}
{-71.19830535788732, -0.7096181873875261}	{-71.19830535788695, 0.7096181873875181}
{-71.20633810075704, 0.7098042806514179}	{-71.20633810075704, -0.7098042806514178}
{-71.20094691528108, 0.7096823321632036}	{-71.20094691528057, -0.7096823321631915}
{-71.20117786415078, 0.709687433897942}	{-71.2011778641506, -0.7096874338979378}
