{-96.23994692106369, -2.69665641388805}	{-96.23994692106362, 2.6966564138880464}
{-96.24049579751386, 2.696683920863326}	{-96.24049579751376, -2.6966839208633218}
{-96.24085482901825, -2.6967013759064162}	{-96.2408548290175, 2.696701375906379}
{-96.23928883823505, -2.696627475451503}	{-96.23928883823498, 2.6966274754514994}
{-96.24016423514087, -2.696667595609015}	{-96.24016423513956, 2.6966675956089543}
{-96.238937804507, -2.6966129802215346}	{-96.23893780450635, 2.696612980221506}
{-96.2395460446974, 2.696639310904318}	{-96.23954604469674, -2.6966393109042897}
{-96.23710530920646, -2.6965365544280604}	{-96.23710530920575, 2.6965365544280315}
{-96.23800875878923, 2.696573559973091}	{-96.23800875878823, -2.69657355997305}
{-96.23775256190305, 2.6965633465483974}	{-96.23775256190295, -2.6965633465483925}
{-96.23944399064277, -2.6966289965320414}	{-96.23944399064212, 2.6966289965320174}
{-96.237186397859, -2.6965436578029784}	{-96.23718639785893, 2.6965436578029753}
{-96.23625703438039, -2.696509433856935}	{-96.23625703438007, 2.696509433856923}
{-96.2359753180823, 2.696499324695849}	{-96.23597531808073, -2.6964993246957936}
{-96.23700527184042, 2.696535348045958}	{-96.23700527183985, -2.6965353480459395}
{-96.23358865961558, 2.696418850616298}	{-96.23358865961482, -2.6964188506162725}
{-96.23499622731023, 2.696465648586453}	{-96.23499622730883, -2.696465648586408}
{-96.23690966107966, 2.696527690460201}	{-96.23690966107905, -2.696527690460182}
{-96.23438791162657, -2.6964479375796375}	{-96.23438791162613, 2.6964479375796233}
{-96.23087426703127, -2.6963395393695464}	{-96.23087426703007, 2.69633953936951}
{-96.2323006932888, -2.6963824711598092}	{-96.23230069328879, 2.6963824711598092}
{-96.23462874548336, 2.6964508349202183}	{-96.23462874548323, -2.696450834920215}
{-96.23120279614025, 2.6963526750801474}	{-96.23120279613909, -2.6963526750801154}
{-96.23184119772004, -2.6963705224935204}	{-96.23184119771747, 2.696370522493448}
{-96.22680673836864, -2.6962331941401767}	{-96.22680673836793, 2.6962331941401576}
{-96.22927925136939, 2.69629899978749}	{-96.22927925136777, -2.6962989997874485}
{-96.23219802119708, 2.696374793021983}	{-96.23219802119624, -2.6963747930219615}
{-96.22645884394869, -2.69622940119536}	{-96.22645884394635, 2.6962294011953007}
{-96.22913545675847, -2.696295544865816}	{-96.22913545675623, 2.6962955448657615}
{-96.22404632774679, -2.696172885872583}	{-96.2240463277465, 2.696172885872577}
{-96.22810774353749, 2.6962683445152265}	{-96.22810774353694, -2.6962683445152145}
{-96.22291622448557, 2.696149377751684}	{-96.22291622448482, -2.6961493777516665}
{-96.22516686747744, -2.696199649536528}	{-96.22516686747497, 2.696199649536472}
{-96.22070158308507, 2.6961024567009173}	{-96.22070158308303, -2.696102456700873}
{-96.21986167996415, 2.696084647779035}	{-96.21986167996172, -2.6960846477789837}
{-96.22018264282156, -2.6960912751147865}	{-96.2201826428213, 2.6960912751147807}
{-96.21856751183327, 2.69605881212571}	{-96.21856751183167, -2.6960588121256785}
{-96.21839090554167, 2.6960553584439726}	{-96.21839090554015, -2.696055358443944}
{-96.2158383290874, 2.6960068158086927}	{-96.21583832908519, -2.6960068158086514}
{-96.22123578592137, 2.696106577596406}	{-96.22123578592087, -2.696106577596397}
{-96.21554085437224, -2.696004341241568}	{-96.21554085437154, 2.696004341241557}
{-96.20843577717982, -2.6958805527931697}	{-96.2084357771775, 2.69588055279313}
{-96.21022604078598, 2.695910800377204}	{-96.2102260407835, -2.6959108003771624}
{-96.21605863960608, -2.6960062872754187}	{-96.21605863960468, 2.6960062872753983}
{-96.20461329570941, 2.695824927055709}	{-96.2046132957036, -2.69582492705562}
{-96.2094449765705, 2.69589894712054}	{-96.20944497656804, -2.6958989471205017}
