{-204.93233426435913, -7.76153033344726}	{-204.93233426432317, 7.761530333445771}
{-204.9380721299138, 7.761768715953406}	{-204.93807212991, -7.761768715953264}
{-204.9175300735691, 7.760920260342046}	{-204.91753007353248, -7.760920260340543}
{-204.932719643503, -7.761543949254757}	{-204.9327196434615, 7.76154394925307}
{-204.91514352366386, -7.7608265544163615}	{-204.91514352365638, 7.760826554416051}
{-204.91808519228556, 7.7609459026169585}	{-204.91808519227956, -7.760945902616718}
{-204.89869041648538, -7.7601637973414155}	{-204.89869041645787, 7.760163797340305}
{-204.89990152922425, -7.7602123365087685}	{-204.8999015292073, 7.7602123365080855}
{-204.89904638265926, -7.760178276749894}	{-204.89904638265213, 7.760178276749616}
{-204.89703423549793, -7.760098639097971}	{-204.89703423548258, 7.760098639097368}
{-204.88455422414052, 7.759607852094145}	{-204.88455422410752, -7.7596078520928495}
{-204.88126273679532, -7.759479250092672}	{-204.88126273679293, 7.759479250092547}
{-204.88278086724966, -7.7595381747228425}	{-204.88278086719686, 7.7595381747207925}
{-204.84646107423555, -7.758137895716468}	{-204.84646107417296, 7.758137895714053}
{-204.86439563520423, -7.758824635420538}	{-204.86439563520386, 7.7588246354205275}
{-204.84784785227416, -7.758195397605526}	{-204.84784785226373, 7.758195397605125}
{-204.85381243663147, -7.75842059662053}	{-204.8538124366187, 7.7584205966200575}
{-204.85124365102743, -7.758324311566673}	{-204.85124365100364, 7.758324311565786}
{-204.82604758443057, 7.757386892158759}	{-204.8260475843998, -7.757386892157615}
{-204.8196118240104, 7.757149267897231}	{-204.81961182398197, -7.757149267896184}
{-204.7975440164952, -7.756340818757689}	{-204.7975440164209, 7.7563408187549685}
{-204.8195236635778, -7.7571395924016535}	{-204.81952366357723, 7.757139592401639}
{-204.7864803286883, -7.755948646922951}	{-204.78648032862688, 7.755948646920735}
{-204.7870621726484, 7.755969439240706}	{-204.78706217261953, -7.755969439239652}
{-204.78469383401384, 7.7558855499888555}	{-204.78469383390004, -7.755885549984852}
{-204.7912596507846, -7.756116001851478}	{-204.79125965067223, 7.756116001847539}
{-204.74920745773503, 7.754653989505419}	{-204.74920745773187, -7.754653989505309}
