{-70.4890397551296, -0.540111549621694}	{-70.4890397551296, 0.5401115496216918}
{-70.48887339069438, 0.5400878662899037}	{-70.48887339069425, -0.5400878662898857}
{-70.48896484879225, 0.5400998739964122}	{-70.48896484879215, -0.5400998739963988}
{-70.48917833768438, -0.5401258701655657}	{-70.48917833768436, 0.5401258701655652}
{-70.48904998955965, -0.5401113039311028}	{-70.48904998955963, 0.5401113039311009}
{-70.48838252311413, -0.540040397522545}	{-70.48838252311411, 0.540040397522544}
{-70.48919317681306, -0.5401213054559121}	{-70.48919317681303, 0.5401213054559096}
{-70.48926314830648, -0.5401278880452239}	{-70.48926314830629, 0.5401278880452077}
{-70.4885889571688, -0.5400679229784927}	{-70.4885889571686, 0.5400679229784762}
{-70.48880584279009, 0.5400862097066514}	{-70.48880584278997, -0.5400862097066425}
{-70.48873621146615, -0.5400806310920182}	{-70.48873621146608, 0.5400806310920131}
{-70.48862260696532, -0.5400719638281613}	{-70.48862260696517, 0.5400719638281504}
{-70.48902754990061, -0.5401014416090654}	{-70.48902754990054, 0.540101441609061}
{-70.48855371865713, 0.5400684709767412}	{-70.48855371865686, -0.5400684709767224}
{-70.48876819050672, 0.5400827598528676}	{-70.48876819050659, -0.5400827598528589}
{-70.48851371734573, 0.5400665024745238}	{-70.48851371734548, -0.5400665024745085}
{-70.48710202348396, 0.5399798942620454}	{-70.4871020234839, -0.5399798942620414}
{-70.48895302019908, -0.5400890818616384}	{-70.4889530201987, 0.540089081861616}
{-70.4878151129362, -0.5400244658106691}	{-70.48781511293618, 0.5400244658106668}
{-70.48916587274852, 0.5400983872523929}	{-70.4891658727485, -0.5400983872523929}
{-70.48937858460116, 0.5401096172516205}	{-70.4893785846011, -0.5401096172516175}
{-70.48866965922011, -0.5400734741146023}	{-70.4886696592199, 0.5400734741145917}
{-70.4869021665394, -0.5399863714554511}	{-70.48690216653912, 0.5399863714554387}
{-70.48932695055575, 0.540101966111958}	{-70.48932695055527, -0.5401019661119352}
{-70.48675996630685, -0.539983490704625}	{-70.4867599663067, 0.5399834907046194}	{-70.48675996630668, -0.5399834907046185}	{-70.48675996630647, 0.539983490704608}
{-70.4869573331783, -0.5399923166760846}	{-70.48695733317814, 0.5399923166760785}
{-70.48896032003093, -0.5400791566981707}	{-70.4889603200308, 0.5400791566981658}
{-70.48786185059568, -0.5400329528650694}	{-70.48786185059564, 0.5400329528650671}
{-70.4885805396258, -0.5400622995069446}	{-70.48858053962569, 0.5400622995069405}
{-70.48533652627431, 0.5399336247610279}	{-70.48533652627395, -0.5399336247610141}
{-70.48704209249621, 0.5399993765023561}	{-70.48704209249607, -0.5399993765023503}
{-70.48744646626321, -0.5400145349054736}	{-70.48744646626304, 0.5400145349054667}
{-70.48768724219767, 0.5400233157624962}	{-70.48768724219717, -0.5400233157624783}
{-70.48896777817373, -0.5400687691319234}	{-70.48896777817355, 0.5400687691319167}
{-70.48792357778805, 0.5400326776616486}	{-70.48792357778753, -0.5400326776616311}
{-70.48538564676913, -0.539947221366237}	{-70.48538564676836, 0.539947221366212}
{-70.48721766541894, 0.5400073380594106}	{-70.48721766541891, -0.54000733805941}
{-70.4845406399201, 0.5399216977925998}	{-70.48454063991986, -0.5399216977925924}
{-70.4885008584047, -0.5400452496801776}	{-70.48850085840418, 0.5400452496801619}
{-70.48960101803713, 0.5400787322359585}	{-70.48960101803708, -0.5400787322359567}
{-70.4826740181906, 0.5398729948350695}	{-70.48267401818981, -0.539872994835046}
{-70.48544367543249, 0.539953296067313}	{-70.48544367543231, -0.5399532960673081}
{-70.48743400515693, 0.5400096390468736}	{-70.4874340051566, -0.5400096390468644}
{-70.48929060993284, 0.5400609687657919}	{-70.48929060993243, -0.5400609687657804}
{-70.48522135889343, 0.539951062942206}	{-70.48522135889341, -0.5399510629422054}
{-70.48203087154671, -0.5398668589669472}	{-70.48203087154592, 0.5398668589669269}
{-70.48731115313107, -0.5400030576430305}	{-70.48731115313095, 0.5400030576430274}
{-70.48828245873321, 0.540027547646235}	{-70.48828245873318, -0.5400275476462333}
{-70.48515915895898, 0.539950552616337}	{-70.48515915895814, -0.5399505526163163}
{-70.47817104967807, 0.5397820856749872}	{-70.47817104967788, -0.5397820856749831}
{-70.4905528302114, 0.5400740221537519}	{-70.49055283021107, -0.5400740221537443}
{-70.4850314204909, -0.5399466821161965}	{-70.48503142049047, 0.5399466821161862}
{-70.48491401538679, 0.5399440330609618}	{-70.48491401538662, -0.5399440330609581}
{-70.48283275395734, 0.539898084924169}	{-70.48283275395684, -0.5398980849241581}
{-70.47911185104942, -0.539817699160081}	{-70.47911185104891, 0.5398176991600698}
{-70.4827853607348, 0.5398953667240969}	{-70.48278536073421, -0.5398953667240844}
{-70.48592151624791, -0.539960262482036}	{-70.485921516247, 0.5399602624820167}
{-70.4888952424592, 0.5400204927710393}	{-70.48889524245833, -0.540020492771022}
{-70.48277355895388, -0.5398991221670109}	{-70.48277355895378, 0.5398991221670095}
{-70.47686674555585, 0.5397844780764741}	{-70.4768667455558, -0.5397844780764731}
{-70.48133523677295, -0.5398693825916852}	{-70.48133523677198, 0.5398693825916664}
{-70.48727357276985, -0.5399798459990216}	{-70.48727357276918, 0.5399798459990093}
{-70.48495437543909, 0.539937609841387}	{-70.48495437543866, -0.5399376098413787}
{-70.47419750306688, -0.5397458196408944}	{-70.4741975030661, 0.539745819640881}
{-70.48661832515711, 0.5399626344803551}	{-70.48661832515565, -0.5399626344803301}
{-70.48072557822088, -0.5398619300454406}	{-70.48072557821912, 0.5398619300454106}
{-70.47777380076077, 0.5398125459206049}	{-70.4777738007607, -0.5398125459206037}
{-70.47825419302701, 0.5398204138389354}	{-70.47825419302637, -0.5398204138389241}
{-70.48266629158591, 0.5398911520124603}	{-70.48266629158576, -0.5398911520124572}
{-70.47986960171178, 0.5398472618972914}	{-70.4798696017103, -0.5398472618972691}
{-70.48160739094675, -0.5398739549181192}	{-70.48160739094654, 0.5398739549181164}
{-70.47633717280222, 0.5397947295978842}	{-70.47633717280117, -0.539794729597869}
{-70.48850161902989, -0.539973680913983}	{-70.48850161902924, 0.5399736809139738}
{-70.46935996362214, 0.5396981614928663}	{-70.46935996362157, -0.5396981614928588}
{-70.48097972031483, 0.5398617841603343}	{-70.48097972031294, -0.5398617841603082}
{-70.47362018798798, -0.5397604102867275}	{-70.47362018798535, 0.539760410286692}
{-70.48583535396007, -0.5399249754211323}	{-70.48583535395869, 0.5399249754211136}
{-70.47896336258064, 0.5398344427677962}	{-70.47896336258053, -0.5398344427677949}
{-70.47928458193027, -0.5398385798500237}	{-70.47928458192762, 0.5398385798499901}
{-70.47369526448882, 0.5397682194816465}	{-70.47369526448881, -0.539768219481646}
{-70.47600648318338, -0.5397966503443975}	{-70.47600648318314, 0.539796650344395}
{-70.47274090094281, -0.5397574054095529}	{-70.47274090094224, 0.539757405409546}	{-70.47274090094204, -0.5397574054095436}	{-70.47274090094126, 0.5397574054095348}
{-70.47809006729855, 0.5398201928996653}	{-70.47809006729783, -0.5398201928996577}
{-70.47821409172312, -0.5398216143760354}	{-70.47821409172246, 0.5398216143760278}
{-70.4731052072057, -0.5397644632790948}	{-70.47310520720407, 0.5397644632790769}
{-70.46276266010676, -0.5396515888239238}	{-70.46276266010605, 0.5396515888239167}
{-70.47700032248937, 0.5398031511216024}	{-70.47700032248812, -0.5398031511215888}
{-70.47168875155796, 0.5397480190466084}	{-70.47168875155707, -0.5397480190465992}
{-70.47677084694863, 0.5397994262062106}	{-70.47677084694806, -0.539799426206205}
{-70.47740090828498, -0.5398056347054115}	{-70.47740090828358, 0.5398056347053984}
{-70.4736079467964, -0.539769248303657}	{-70.47360794679626, 0.5397692483036562}
{-70.46542819979534, -0.5396929055308702}	{-70.4654281997949, 0.5396929055308664}
{-70.46870486371371, 0.5397226432220915}	{-70.46870486371171, -0.5397226432220735}
{-70.46800495564987, -0.5397164697465314}	{-70.4680049556485, 0.5397164697465197}
{-70.47943205140528, 0.5398143725386536}	{-70.4794320514042, -0.5398143725386443}
{-70.47111532586806, 0.5397452196536491}	{-70.47111532586678, -0.5397452196536381}
{-70.45899659120995, -0.5396475422699211}	{-70.45899659120916, 0.5396475422699144}
{-70.47592952854006, 0.5397797796486015}	{-70.4759295285388, -0.539779779648591}
{-70.47325119934135, -0.5397595289927503}	{-70.47325119933991, 0.5397595289927397}
{-70.46726303996881, -0.5397157577112791}	{-70.46726303996675, 0.5397157577112651}
{-70.45804747498453, -0.5396507168351611}	{-70.45804747498352, 0.5396507168351536}
{-70.46243654182702, 0.5396805957590413}	{-70.4624365418244, -0.5396805957590238}

{-70.47969198882448, 0.5397899067647646}	{-70.47969198882315, -0.5397899067647566}
{-70.45907455113715, -0.539664921589865}	{-70.45907455113704, 0.5396649215898633}
{-70.46967871494337, 0.5397265368738907}	{-70.46967871494272, -0.539726536873887}
{-70.46098989280584, -0.5396782249294952}	{-70.46098989280306, 0.53967822492948}
{-70.4670054757919, 0.539710158889084}	{-70.46700547579111, -0.5397101588890805}
{-70.4538700503385, 0.5396437577306674}	{-70.45387005033697, -0.5396437577306603}
{-70.4557025522544, 0.5396525535370397}	{-70.45570255225236, -0.5396525535370306}
{-70.47273442101931, -0.5397300313815809}	{-70.47273442101852, 0.539730031381577}
{-70.45393888756358, 0.5396493453711897}	{-70.45393888756216, -0.5396493453711844}
{-70.46752660375513, -0.5397041646312337}	{-70.46752660375431, 0.5397041646312308}
{-70.46259448377533, -0.5396855359572997}	{-70.46259448377519, 0.5396855359572994}
{-70.45623370203809, -0.5396631867189446}	{-70.4562337020365, 0.5396631867189386}
{-70.44856412093125, 0.5396382808030653}	{-70.44856412093073, -0.5396382808030636}
{-70.47353861282492, 0.5397128382071721}	{-70.47353861282409, -0.5397128382071703}
{-70.44687849381114, 0.539640412719116}	{-70.44687849381101, -0.5396404127191157}
{-70.45286438505107, 0.5396550237773826}	{-70.45286438504762, -0.5396550237773747}
{-70.45800180868189, -0.5396661677976543}	{-70.45800180868129, 0.5396661677976533}
{-70.46239733927762, -0.539674492305122}	{-70.4623973392771, 0.5396744923051207}
{-70.44962579484992, -0.5396539207753115}	{-70.4496257948468, 0.5396539207753066}
{-70.45282692227417, -0.5396581572067906}	{-70.45282692227455, 0.5396581572067906}
{-70.45560684871695, 0.5396610365623871}	{-70.45560684871623, -0.5396610365623856}
{-70.45806949216998, 0.5396628676571104}	{-70.45806949216893, -0.5396628676571099}
{-70.46031718687513, 0.5396638712370667}	{-70.46031718687118, -0.5396638712370655}
{-70.44652631334223, -0.5396619410563914}	{-70.44652631334529, 0.5396619410563906}
{-70.44864263867727, 0.5396615767235343}	{-70.44864263867795, -0.5396615767235333}
{-70.4508406249255, -0.539660509255472}	{-70.45084062492604, 0.5396605092554717}
{-70.45321263090521, 0.539658599218159}	{-70.45321263090767, -0.5396585992181567}
{-70.45584769540628, 0.5396556182735845}	{-70.45584769540828, -0.5396556182735814}
{-70.44372647121098, 0.5396734226495893}	{-70.44372647121193, -0.5396734226495881}
{-70.46208412968709, 0.5396402133767588}	{-70.46208412968795, -0.5396402133767572}
{-70.4365574356392, 0.5396953951217757}	{-70.43655743563959, -0.5396953951217746}
{-70.45564401801606, -0.5396472434890442}	{-70.45564401801734, 0.5396472434890403}
{-70.44651214749649, -0.5396736114240196}	{-70.4465121474974, 0.5396736114240165}
{-70.45244817394988, 0.5396542211844796}	{-70.45244817395101, -0.5396542211844747}
{-70.44528384112746, -0.5396804102455065}	{-70.44528384113107, 0.539680410245492}
{-70.43922635756422, 0.5397050061975506}	{-70.43922635756742, -0.5397050061975366}
{-70.44773604917444, -0.5396669573883228}	{-70.44773604917718, 0.5396669573883094}
{-70.44399426279848, 0.5396852693142253}	{-70.4439942628005, -0.5396852693142163}
{-70.45442962158157, -0.5396296563189624}	{-70.45442962158226, 0.5396296563189585}
{-70.44050690711082, 0.5397101860986535}	{-70.44050690711481, -0.53971018609863}
{-70.45305679602846, -0.5396317034924226}	{-70.45305679602987, 0.539631703492413}
{-70.44232686218461, -0.5397040107125218}	{-70.44232686218486, 0.5397040107125203}
{-70.44518766379184, -0.5396832775689281}	{-70.44518766379272, 0.5396832775689206}
{-70.43781810286401, 0.5397405691899739}	{-70.43781810286565, -0.539740569189961}
{-70.44351676737043, -0.5396931527731788}	{-70.4435167673727, 0.5396931527731605}
{-70.43953746814043, -0.5397285216161285}	{-70.43953746814044, 0.539728521616127}
{-70.44806439746075, -0.5396476980697189}	{-70.44806439746121, 0.539647698069716}
{-70.43695826516412, -0.539759878173224}	{-70.43695826516674, 0.5397598781731974}
{-70.44832792806102, 0.5396376546460497}	{-70.4483279280635, -0.5396376546460209}
{-70.44116029430587, 0.5397195670215083}	{-70.44116029430707, -0.5397195670214942}
{-70.43600601727306, -0.539782212444718}	{-70.43600601727475, 0.5397822124446968}
{-70.44214559164749, -0.5397029678966454}	{-70.4421455916488, 0.5397029678966301}
{-70.44079071658834, -0.5397215270748539}	{-70.44079071658881, 0.5397215270748454}
{-70.44129921386882, -0.5397141337957434}	{-70.44129921387025, 0.5397141337957222}
{-70.44360703216338, -0.5396785314222196}	{-70.44360703216468, 0.5396785314221989}
{-70.4395025865281, -0.5397457394941159}	{-70.43950258652987, 0.5397457394940868}
{-70.43743268626882, -0.5397817327846072}	{-70.4374326862712, 0.5397817327845665}
{-70.43730838634647, 0.5397840281855828}	{-70.43730838634661, -0.5397840281855796}
{-70.43903502106879, 0.5397501612545591}	{-70.43903502106954, -0.5397501612545437}
{-70.44251259562913, 0.5396776886582564}	{-70.4425125956297, -0.5396776886582458}
{-70.44098860514082, 0.539711467826087}	{-70.44098860514237, -0.5397114678260517}
{-70.43502712539077, -0.5398522535003598}	{-70.43502712539124, 0.5398522535003492}
{-70.43726510541356, 0.5397958968646128}	{-70.43726510541413, -0.5397958968646}
{-70.44115070615496, 0.5396915218009618}	{-70.44115070615567, -0.5396915218009406}
{-70.43563142013662, 0.5398500396416589}	{-70.43563142013697, -0.5398500396416472}
{-70.43736903645582, -0.5397965734702305}	{-70.4373690364559, 0.5397965734702278}
{-70.44068067767508, 0.539687290086595}	{-70.44068067767522, -0.5396872900865912}
{-70.43623613163403, -0.5398450815588465}	{-70.43623613163511, 0.5398450815588063}
{-70.43803551213288, -0.539776153231424}	{-70.43803551213327, 0.5397761532314089}
{-70.43723921713526, -0.5398091543184023}	{-70.43723921713548, 0.5398091543183976}
{-70.43801550904928, -0.5397742153385592}	{-70.43801550904944, 0.5397742153385489}
{-70.4367173867797, -0.5398379442794731}	{-70.43671738678017, 0.5398379442794443}
{-70.43692240790894, 0.5398269089422713}	{-70.43692240790924, -0.5398269089422543}
{-70.43841745349604, 0.5397382149934645}	{-70.43841745349611, -0.5397382149934622}
{-70.43572128698423, -0.5399159070875993}	{-70.43572128698428, 0.539915907087596}
{-70.43685288871205, -0.5398323317140845}	{-70.43685288871202, 0.539832331714075}
{-70.43680272583572, 0.5398365238454906}	{-70.4368027258357, -0.5398365238454874}
{-70.43772642535052, -0.5397480167820912}	{-70.43772642535099, 0.5397480167820465}
{-70.43619925260245, -0.5399188601718885}	{-70.43619925260296, 0.539918860171825}
{-70.43702633081355, 0.5398083261318093}	{-70.43702633081368, -0.5398083261317899}
{-70.43724071117845, -0.539773042003295}	{-70.43724071117873, 0.5397730420032401}
{-70.43623464457686, -0.5399876871446456}	{-70.4362346445769, 0.5399876871446329}
{-70.43711487662753, -0.5397244704749418}	{-70.43711487662756, 0.5397244704749345}
{-70.43667368257816, 0.5399414007360832}	{-70.4366736825781, -0.5399414007360824}
{-70.43605130556365, 0.5399221353680683}	{-70.43605130556325, -0.5399221353680561}
{-70.44169095361772, -0.5400927950920603}	{-70.44169095361752, 0.5400927950920553}
{-70.43875473775584, -0.5400058669337428}	{-70.43875473775438, 0.5400058669337006}
{-70.44037459961768, -0.5400528226151645}	{-70.44037459961625, 0.5400528226151226}	{-70.44037459961551, -0.5400528226151075}
{-70.43938818478384, -0.5400248098823593}	{-70.43938818478202, -0.5400248098823138}	{-70.4393881847805, 0.5400248098822664}
{-70.43850749916784, -0.5400002915792779}	{-70.43850749916658, 0.5400002915792428}
{-70.44008090735412, 0.5400432551090331}	{-70.44008090735332, -0.5400432551090122}
{-70.44102954866996, 0.5400686742806255}	{-70.44102954866925, -0.540068674280607}	{-70.44102954866823, -0.5400686742805849}
{-70.43799348654778, -0.5399887941687989}	{-70.4379934865476, 0.539988794168794}
{-70.44227507709282, 0.5400994508314763}	{-70.44227507709138, -0.5400994508314388}
{-70.43916925954476, -0.5400205665899087}	{-70.43916925953991, 0.5400205665897869}
{-70.43889825713829, 0.5400137985583003}	{-70.43889825713805, -0.5400137985582951}
{-70.44535440281811, 0.5401723715464427}	{-70.44535440281525, -0.5401723715463733}
{-70.43672112854378, -0.539963709664676}	{-70.43672112854343, 0.5399637096646674}
{-70.4449896214046, 0.5401604331355098}	{-70.44498962140405, -0.5401604331354971}
{-70.44060063266639, 0.5400576139388075}	{-70.44060063266458, -0.5400576139387652}
{-70.43744657910112, 0.5399848185655354}	{-70.43744657909684, -0.5399848185654366}
{-70.44132233629063, 0.5400729624355819}	{-70.44132233628817, -0.5400729624355266}
{-70.44540968610804, -0.5401645757295603}	{-70.44540968610487, 0.5401645757294895}
{-70.44010903463493, 0.5400474293289669}	{-70.44010903463415, -0.5400474293289492}
{-70.44339874140432, 0.5401191382063839}	{-70.44339874140232, -0.5401191382063405}
{-70.4391250567017, -0.540027231710669}	{-70.43912505670019, 0.540027231710637}
{-70.4431119690289, -0.5401118414993866}	{-70.44311196902633, 0.540111841499332}
{-70.44156909047074, 0.540079523261041}	{-70.44156909046923, -0.5400795232610094}
{-70.44295187263835, 0.5401081207455848}	{-70.44295187263654, -0.5401081207455475}
{-70.44336061768641, 0.5401164686011509}	{-70.44336061768487, -0.5401164686011201}
{-70.43901869560042, -0.5400288714738541}	{-70.43901869559721, 0.5400288714737954}	{-70.43901869559502, 0.5400288714737458}

{-70.44426158095708, 0.5401331412714754}	{-70.44426158095598, -0.5401331412714538}
{-70.44381359453527, -0.5401244199904504}	{-70.4438135945353, 0.54012441999045}
