{-70.4125475946987, -0.586049443478883}	{-70.41254759469862, 0.5860494434788737}
{-70.41260292359081, -0.5860565908146288}	{-70.4126029235907, 0.5860565908146161}
{-70.41256796070924, -0.5860524131419754}	{-70.41256796070908, 0.5860524131419589}
{-70.4123124874651, 0.5860240280555712}	{-70.41231248746497, -0.5860240280555563}
{-70.4128193465168, -0.5860766310084954}	{-70.41281934651676, 0.5860766310084903}
{-70.41229303663395, 0.5860254067382629}	{-70.41229303663393, -0.5860254067382628}
{-70.41218092693674, 0.586015137708486}	{-70.41218092693649, -0.5860151377084626}
{-70.41229039597559, 0.5860246038558515}	{-70.41229039597518, -0.5860246038558172}
{-70.41213011405021, -0.5860114825636266}	{-70.41213011405, 0.5860114825636092}
{-70.41257851171846, 0.5860463205369668}	{-70.41257851171831, -0.5860463205369547}
{-70.41200773838631, -0.5860041369882625}	{-70.41200773838598, 0.5860041369882389}
{-70.4121106795045, -0.5860113890306968}	{-70.4121106795045, 0.5860113890306972}
{-70.41273472069281, 0.5860533725611671}	{-70.41273472069265, -0.5860533725611569}
{-70.41170392862014, -0.5859870301115118}	{-70.41170392861994, 0.5859870301114992}
{-70.41166119257385, -0.5859843946029093}	{-70.41166119257348, 0.585984394602888}
{-70.4128937460579, 0.5860573294476161}	{-70.4128937460578, -0.5860573294476115}
{-70.41266269457223, -0.5860441928565785}	{-70.4126626945719, 0.58604419285656}
{-70.41087339288602, 0.5859463183411127}	{-70.41087339288558, -0.5859463183410896}
{-70.41123352922166, -0.585965292502716}	{-70.41123352922152, 0.5859652925027078}
{-70.41293574216148, -0.5860517610950903}	{-70.41293574216132, 0.5860517610950831}
{-70.4118528827031, 0.5859986714122197}	{-70.41185288270307, -0.5859986714122183}
{-70.41045823822667, 0.58593261382941}	{-70.41045823822638, -0.5859326138293965}
{-70.41139979144513, -0.5859757351215668}	{-70.41139979144486, 0.5859757351215545}
{-70.41159955137034, -0.5859845880692504}	{-70.41159955136972, 0.5859845880692226}
{-70.41319994251758, -0.5860532741053609}	{-70.4131999425174, 0.5860532741053526}	{-70.41319994251725, -0.5860532741053461}	{-70.41319994251687, 0.5860532741053297}
{-70.411990607617, -0.5860029737260043}	{-70.41199060761664, 0.5860029737259893}
{-70.409508298701, 0.5859028407170159}	{-70.40950829870091, -0.5859028407170124}
{-70.41094401824988, -0.5859590427500169}	{-70.41094401824957, 0.5859590427500058}
{-70.41107300850202, 0.585963945590454}	{-70.41107300850177, -0.5859639455904457}
{-70.41128137284736, -0.5859716399649618}	{-70.4112813728469, 0.5859716399649454}
{-70.4130383201882, -0.5860347055813575}	{-70.4130383201881, 0.5860347055813538}
{-70.4095039367879, 0.5859113206207014}	{-70.40950393678733, -0.5859113206206814}
{-70.41007196971701, 0.5859306157375449}	{-70.41007196971691, -0.5859306157375415}
{-70.41190754601291, 0.5859913099906884}	{-70.41190754601215, -0.5859913099906632}
{-70.41158618353239, -0.5859809619748823}	{-70.4115861835319, 0.5859809619748663}
{-70.40994842663034, -0.585929583538212}	{-70.40994842662973, 0.5859295835381932}
{-70.40788372141535, -0.5858664548960167}	{-70.40788372141493, 0.5858664548960039}
{-70.41156490764014, -0.5859761871596498}	{-70.41156490764003, 0.5859761871596464}
{-70.41166969248934, 0.5859792333884779}	{-70.41166969248859, -0.5859792333884564}
{-70.408707307067, 0.5858952150567686}	{-70.40870730706642, -0.5858952150567519}
{-70.40900366105933, -0.5859034174482349}	{-70.40900366105905, 0.5859034174482272}
{-70.40770516004024, -0.5858683352577828}	{-70.40770516003982, 0.5858683352577725}
{-70.41158533401843, -0.5859706926194245}	{-70.41158533401777, 0.5859706926194074}
{-70.4091419929103, 0.5859077444375523}	{-70.40914199290883, -0.5859077444375143}
{-70.40704030009958, 0.5858548502274401}	{-70.40704030009934, -0.5858548502274341}
{-70.41272491537278, -0.585994636461463}	{-70.41272491537228, 0.5859946364614508}
{-70.40670138913947, 0.5858498831443326}	{-70.40670138913885, -0.5858498831443172}
{-70.40998326286653, -0.5859269733209167}	{-70.40998326286632, 0.5859269733209119}
{-70.40927866836132, 0.5859107930398737}	{-70.40927866836091, -0.5859107930398645}
{-70.40482320462932, 0.5858107507342476}	{-70.40482320462928, -0.585810750734247}
{-70.404603791446, 0.5858059327959483}	{-70.40460379144585, -0.5858059327959451}
{-70.40948578456765, -0.585910780390291}	{-70.40948578456732, 0.5859107803902841}
{-70.41221896623874, -0.5859681979918592}	{-70.41221896623708, 0.5859681979918249}
{-70.40477088192863, -0.5858151298223369}	{-70.40477088192753, 0.585815129822315}
{-70.4039677220182, -0.5857989807048771}	{-70.40396772201794, 0.5857989807048719}
{-70.41075968269851, -0.5859326056763684}	{-70.41075968269658, 0.5859326056763302}
{-70.40818448799772, 0.5858830287997642}	{-70.40818448799757, -0.5858830287997613}
{-70.40517973016931, 0.5858264207059636}	{-70.40517973016851, -0.5858264207059493}
{-70.4021334430326, -0.5857702563791488}	{-70.40213344303223, 0.5857702563791419}
{-70.40904241109311, 0.585894922108714}	{-70.40904241109305, -0.5858949221087126}
{-70.40733670161345, -0.5858647993346674}	{-70.4073367016122, 0.5858647993346461}
{-70.40683721702445, -0.5858561662069668}	{-70.40683721702433, 0.5858561662069651}
{-70.39776089210042, 0.5857026323730828}	{-70.3977608920986, -0.5857026323730523}
{-70.41123254847143, 0.5859256691109694}	{-70.41123254846997, -0.5859256691109455}
{-70.4063992654169, -0.5858473526109622}	{-70.4063992654159, 0.5858473526109462}
{-70.40418439233538, -0.5858122306236218}	{-70.40418439233457, 0.5858122306236088}
{-70.40506984116423, 0.5858259710537357}	{-70.4050698411635, -0.5858259710537242}
{-70.39828161193508, 0.5857228934274914}	{-70.3982816119344, -0.5857228934274811}
{-70.40663872699152, -0.5858470636426893}	{-70.4066387269903, 0.5858470636426719}
{-70.39624006448786, -0.5856959011197307}	{-70.3962400644867, 0.5856959011197148}
{-70.40200225344996, 0.5857778439080954}	{-70.4020022534493, -0.5857778439080868}
{-70.41297580443255, -0.5859305036991145}	{-70.41297580443248, 0.5859305036991139}
{-70.39284459909908, -0.5856566112203496}	{-70.39284459909834, 0.5856566112203401}
{-70.40271353055093, 0.5857879058280097}	{-70.40271353054992, -0.5857879058279956}
{-70.40629338922373, -0.5858344751400395}	{-70.4062933892221, 0.585834475140018}
{-70.4035235568382, -0.5857992518203322}	{-70.40352355683785, 0.5857992518203271}
{-70.39434958874516, 0.5856852401257225}	{-70.39434958874413, -0.5856852401257104}
{-70.40523042587297, -0.5858173751416886}	{-70.40523042587078, 0.5858173751416624}
{-70.39697824600574, -0.5857194746489931}	{-70.39697824600366, 0.5857194746489686}
{-70.39622896933831, 0.5857107937564843}	{-70.39622896933827, -0.5857107937564832}
{-70.40352775733622, 0.5857933620491017}	{-70.40352775733359, -0.5857933620490721}
{-70.39146444194881, 0.5856601663581937}	{-70.39146444194621, -0.5856601663581648}
{-70.40192865492435, 0.5857729017975244}	{-70.40192865492367, -0.5857729017975165}
{-70.39304780422137, 0.5856795776338104}	{-70.39304780422032, -0.5856795776337992}
{-70.40774060716963, -0.5858301286351827}	{-70.40774060716937, 0.5858301286351804}
{-70.388495023167, 0.5856379456149455}	{-70.38849502316526, -0.5856379456149281}
{-70.39349921097045, -0.5856866173240056}	{-70.39349921096982, 0.5856866173239995}
{-70.39388039568182, 0.5856902274775849}	{-70.3938803956811, -0.5856902274775778}
{-70.40476008923119, -0.5857905185512575}	{-70.40476008922897, 0.5857905185512375}
{-70.3961824596073, -0.5857136105862008}	{-70.39618245960673, 0.5857136105861959}
{-70.39846400569253, 0.5857334932228602}	{-70.39846400569137, -0.5857334932228504}
{-70.38110986875753, -0.5855866216206895}	{-70.38110986875624, 0.5855866216206788}
{-70.40622123465424, 0.585792940802889}	{-70.40622123465356, -0.5857929408028834}
{-70.38068988290831, 0.5855894798719387}	{-70.38068988290657, -0.5855894798719251}
{-70.39845593260843, -0.5857266692891943}	{-70.3984559326066, 0.5857266692891799}
{-70.39693894200448, -0.5857153236722213}	{-70.3969389420011, 0.5857153236721963}
{-70.39189196251571, -0.585678816252995}	{-70.3918919625152, 0.5856788162529902}
{-70.383397347962, -0.5856194603890754}	{-70.38339734796118, 0.5856194603890691}
{-70.38775932763211, -0.5856488738439944}	{-70.38775932763158, 0.5856488738439894}
{-70.38908211207675, 0.5856574725758475}	{-70.38908211207641, -0.5856574725758458}
{-70.3874557651878, 0.5856472965973565}	{-70.3874557651875, -0.5856472965973543}
{-70.39939054680077, -0.5857190844695253}	{-70.39939054679913, 0.585719084469516}
{-70.37582633114705, -0.5855831362021078}	{-70.37582633114661, 0.5855831362021044}
{-70.39897505684613, 0.5857110321369968}	{-70.39897505683906, -0.5857110321369587}
{-70.3868190737973, -0.58564682534682}	{-70.38681907379701, 0.5856468253468184}
{-70.38881898638134, 0.5856568940650282}	{-70.38881898637939, -0.5856568940650194}
